id,URL,Category
36,https://www.theguardian.com/commentisfree/2023/nov/12/the-guardian-view-on-farmings-green-transition-the-politics-arent-looking-good,Food & agriculture
37,https://www.theguardian.com/commentisfree/2023/nov/12/uk-turning-back-on-chance-lead-climate-fight-observer-editorial?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-13&utm_campaign=Daily+Briefing+13+11+2023,International politics
38,https://www.dailymail.co.uk/news/article-12727867/DAILY-MAIL-COMMENT-Tax-cuts-flagging-Tory-fortunes.html,Activism
39,https://www.telegraph.co.uk/opinion/2023/11/07/difficult-task-ahead-for-conservatives/,UK climate policy
40,https://www.dailymail.co.uk/news/article-12718277/DAILY-MAIL-COMMENT-Use-Kings-Speech-spark-Tory-renewal.html,UK climate policy
41,https://www.thesun.co.uk/news/24664639/rishi-sunak-make-country-better-sun-says/,UK climate policy
42,https://www.thetimes.co.uk/article/the-times-view-on-the-kings-speech-last-orders-lp635vtj0,UK climate policy
43,https://www.ft.com/content/b03314ee-c412-4f4b-b22d-3aae31f493dd,UK climate policy
44,https://www.thesun.co.uk/news/24652078/prince-harry-lecture-climate-own-carbon-use/,UK politics
45,https://www.pressreader.com/uk/daily-mail/20231106/page/16,UK climate policy
46,https://www.telegraph.co.uk/opinion/2023/11/06/labour-is-not-serious-on-energy-policy/,UK politics
47,https://www.thesun.co.uk/news/24626684/pro-palestine-hate-march-armistice-day/,Activism
48,https://www.dailymail.co.uk/news/article-12691137/DAILY-MAIL-COMMENT-Disgrace-Just-Stop-Oils-crude-tactics.html?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+31+10+2023,Activism
49,https://www.thesun.co.uk/news/24566109/labour-gaza-sir-keir-starmer-sun-says/?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+30+10+2023,Energy prices
50,https://www.thesun.co.uk/news/24526687/keir-starmer-pro-palestinian-rebellion/,Activism
51,https://www.theguardian.com/commentisfree/2023/oct/25/the-guardian-view-on-rishi-sunaks-year-in-no-10-superficial-change-has-not-persuaded-the-public,UK politics
52,https://www.theguardian.com/commentisfree/2023/oct/24/the-guardian-view-on-labour-and-the-steel-industry-how-to-forge-a-better-future,Steel
53,https://www.telegraph.co.uk/opinion/2023/10/24/tories-must-be-clear-what-they-believe-in/,UK politics
54,https://www.ft.com/content/02fb0da4-a834-4ac5-80f0-a0107596bd37,Oil & gas
55,https://www.mirror.co.uk/news/uk-news/victims-storm-babet-must-cared-31262974,Extreme weather & adaptation
56,https://www.mirror.co.uk/news/uk-news/storm-babet-destruction-shows-how-31253661,Extreme weather & adaptation
57,https://www.telegraph.co.uk/opinion/2023/10/20/time-to-be-bold-prime-minister/,UK politics
58,https://www.dailymail.co.uk/news/article-12655557/DAILY-MAIL-COMMENT-Time-short-PM-avoid-defeat.html,UK politics
59,https://www.theguardian.com/commentisfree/2023/oct/19/the-guardian-view-on-protecting-trees-planting-is-a-gift-to-the-future-but-not-enough,UK climate policy
60,https://www.thesun.co.uk/news/24461684/world-believes-israelis-massacred-gazans-hospital-sun-says/,Activism
61,https://www.dailymail.co.uk/news/article-12642643/DAILY-MAIL-COMMENT-West-not-appease-puppet-master-Iran.html,UK climate policy
62,https://www.dailymail.co.uk/news/article-12616583/DAILY-MAIL-COMMENT-Shallow-Sir-Keir-taking-voters-fools.html,UK politics
63,https://www.theguardian.com/commentisfree/2023/oct/10/the-guardian-view-on-sir-keir-starmers-speech-rightly-questioned-13-years-of-decline,UK politics
64,https://www.theguardian.com/commentisfree/2023/oct/05/the-guardian-view-on-the-hottest-september-the-climate-must-be-prioritised,Extreme weather & adaptation
65,https://www.dailymail.co.uk/news/article-12586617/DAILY-MAIL-COMMENT-Tory-women-taking-fight-Labour.html,UK politics
66,https://www.thetimes.co.uk/article/the-times-view-on-conservative-party-conference-sunaks-challenge-szcfptwmt,UK politics
67,https://www.pressreader.com/uk/daily-express/20231002/281883007975111/textview,UK climate policy
68,https://www.dailymail.co.uk/news/article-12582005/DAILY-MAIL-COMMENT-Bold-Tory-vision-make-Sunak-winner.html,UK climate policy
69,https://www.thesun.co.uk/news/24224885/rishi-sunak-vote-winner-policies-election-sun-says/?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+02+10+2023,UK climate policy
70,https://www.mirror.co.uk/news/politics/rishi-sunak-only-thinking-votes-31074768?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+02+10+2023,UK climate policy
71,https://www.telegraph.co.uk/opinion/2023/09/30/a-driven-prime-minster-still-has-a-route-to-victory,UK climate policy
72,https://www.thesun.co.uk/news/24211878/well-done-rishi-sunak-end-war-drivers-sun-says/,Transport
73,https://www.telegraph.co.uk/opinion/2023/09/29/the-tories-cant-afford-to-be-a-high-tax-party/,UK climate policy
74,https://www.pressreader.com/uk/daily-express/20230928/281848648228799/textview,Oil & gas
75,https://www.dailymail.co.uk/news/article-12568895/DAILY-MAIL-COMMENT-Need-fossil-fuels-wished-away.html,Oil & gas
76,https://www.thesun.co.uk/news/24177940/government-permission-drilling-rosebank-oil-gas-field/,Oil & gas
77,https://www.thetimes.co.uk/article/the-times-view-on-the-rosebank-oilfield-crude-calculation-gthmw6vtk,Oil & gas
78,https://www.telegraph.co.uk/opinion/2023/09/27/rosebank-north-sea-oil-net-zero-energy-realism/,Oil & gas
79,https://www.theguardian.com/commentisfree/2023/sep/27/the-guardian-view-on-the-rosebank-oilfield-a-symbol-of-sunaks-cynicism,Oil & gas
80,https://www.mirror.co.uk/news/politics/if-rishi-sunak-carries-like-31018763,UK politics
81,https://www.dailymail.co.uk/news/article-12553891/MAIL-SUNDAY-COMMENT-Prime-Minister-just-Sir-Keir.html?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+25+09+2023,UK climate policy
82,https://www.mirror.co.uk/news/politics/rishi-sunak-lacks-energy-need-31013328?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+25+09+2023,UK climate policy
83,https://www.theguardian.com/commentisfree/2023/sep/23/observer-view-rishi-sunaks-cynical-backtracking-on-climate-will-be-to-no-electoral-avail?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+25+09+2023,UK climate policy
84,https://www.thesun.co.uk/news/24077242/rishi-sunaks-easing-net-zero-targets-war-eco-zealots/,UK climate policy
85,https://www.dailymail.co.uk/news/article-12547111/DAILY-MAIL-COMMENT-Common-sense-reap-political-rewards.html,UK climate policy
86,https://www.independent.co.uk/voices/editorials/rishi-sunak-net-zero-election-green-pledges-rowback-b2416086.html,UK climate policy
87,https://www.thetimes.co.uk/article/the-times-view-on-net-zero-climate-costs-8z5xtzlqm,UK climate policy
88,https://www.pressreader.com/uk/daily-express/20230921/281792813639037,UK climate policy
89,https://www.thetimes.co.uk/article/the-times-view-on-net-zero-grasping-the-nettle-38c0c2xjr,UK climate policy
90,https://www.thesun.co.uk/news/24055226/rishi-sunak-families-finances-eco-dogma-net-zero/,UK climate policy
91,https://www.dailymail.co.uk/news/article-12542515/DAILY-MAIL-COMMENT-Rishis-bold-ease-pain-net-zero.html,UK climate policy
92,https://www.telegraph.co.uk/opinion/2023/09/20/rishi-sunak-net-zero-shift-commendable/,UK climate policy
93,https://www.mirror.co.uk/news/politics/the-mod-denying-nuclear-test-30990537,UK climate policy
94,https://www.independent.co.uk/voices/editorials/rishi-sunak-net-zero-green-petrol-diesel-car-ban-delay-b2415261.html,UK climate policy
95,https://www.ft.com/content/0b8eb292-e464-4b19-9b94-aea1f8134f6d,UK climate policy
96,https://www.pressreader.com/uk/daily-express/20230920/281848648211678/textview,UK climate policy
97,https://www.thesun.co.uk/news/24033315/rishi-sunak-common-sense-net-zero/,UK climate policy
98,https://www.telegraph.co.uk/opinion/2023/09/18/sunak-must-be-bold,UK politics
99,https://www.dailymail.co.uk/debate/article-12529651/DAILY-MAIL-COMMENT-TV-chiefs-answer-Brands-behaviour.html,UK politics
100,https://www.dailymail.co.uk/debate/article-12527025/MAIL-SUNDAY-COMMENT-Sir-Keirs-cynical-plot-grab-power.html?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+18+09+2023,UK climate policy
101,https://www.thesun.co.uk/news/23988005/higher-bills-punitive-bans-net-zero-way-losing-support/,UK climate policy
102,"https://www.thetimes.co.uk/article/the-times-view-on-electric-car-charging-points-speed-up-r6xl5hkpb#:~:text=forward%20from%202035.-,As%20things%20stand%20the%20UK's%20charging%20network%20is%20simply%20not,increased%20to%2036%20to%20one.",Transport
103,https://www.ft.com/content/69f41881-8b9d-4ffb-b160-cca6ea2fd813,International politics
104,https://www.theguardian.com/commentisfree/2023/sep/14/the-guardian-view-on-planetary-boundaries-the-earth-has-limits-and-governments-must-act-on-them,Climate science
105,https://www.mirror.co.uk/news/politics/only-tories-could-build-north-30945638,Steel
106,https://www.thesun.co.uk/news/23945850/childish-opportunism-hypocrisy-starmer-labour/,Transport
107,https://www.theguardian.com/commentisfree/2023/sep/13/the-guardian-view-on-libyas-floods-humans-not-just-nature-caused-this-disaster,Extreme weather & adaptation
108,https://www.thesun.co.uk/news/23910129/top-mandarins-brexit-confession-staggering-depressingly-predictable/,UK climate policy
109,https://www.ft.com/content/be6c1348-1df0-438d-ae88-da19783bf3b5,Renewables
110,https://www.telegraph.co.uk/opinion/2023/09/10/net-zero-costs-keep-rising/?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+11+09+2023,UK climate policy
111,https://www.dailymail.co.uk/news/article-12498159/DAILY-MAIL-COMMENT-Rishi-reverse-narrative-decline.html,Renewables
112,https://www.telegraph.co.uk/opinion/2023/09/09/wind-turbine-power-green-subsidies-electricity/?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+11+09+2023,Renewables
113,https://www.thesun.co.uk/news/23881408/police-protect-shopkeepers-sun-says,Renewables
114,https://www.thesun.co.uk/news/23860208/tories-turn-around-prisons-escape-sun-says/,Climate science
115,https://www.theguardian.com/commentisfree/2023/sep/07/the-guardian-view-on-electric-vehicles-uk-boom-could-run-out-of-juice-before-it-begins,Transport
116,https://www.thesun.co.uk/news/23841405/rishi-sunak-champion-drivers-ordinary-families-sun-says/,UK politics
117,https://www.theguardian.com/commentisfree/2023/sep/06/the-guardian-view-on-indias-g20-summit-a-backsliding-democracy-gets-to-play-host,International politics
118,https://www.thetimes.co.uk/article/the-times-view-on-hitting-net-zero-not-costing-the-earth-3qshwh93k,UK climate policy
119,https://www.thesun.co.uk/news/23798798/soaring-theft-shops-woke-cops/,Renewables
120,https://www.telegraph.co.uk/opinion/2023/09/04/keir-starmer-election-labour-party-cabinet-reshuffle/,UK politics
121,https://www.thesun.co.uk/news/23776870/britain-spare-billion-crumbling-building-labour-sun-says/,Transport
122,https://www.thesun.co.uk/news/23765459/ulez-london-unpopular-rishi-sunak-public-sun-says,Transport
123,https://www.thesun.co.uk/news/23771052/sun-poll-rishi-sunak-voters/,UK politics
124,https://www.thesun.co.uk/news/23771052/sun-poll-rishi-sunak-voters/,UK politics
125,https://www.telegraph.co.uk/opinion/2023/09/02/sunak-finally-standing-up-to-the-green-blob,UK climate policy
126,https://www.theguardian.com/commentisfree/2023/aug/31/the-guardian-view-on-rishi-sunaks-new-cabinet-disloyalty-and-disunity-exposed-by-shake-up,UK politics
127,https://www.theguardian.com/commentisfree/2023/aug/30/the-guardian-view-on-the-uk-and-china-britain-is-muddling-along-in-dealing-with-beijing,China
128,https://www.independent.co.uk/voices/editorials/china-uk-foreign-secretary-james-cleverly-b2401996.html,China
129,https://www.telegraph.co.uk/opinion/2023/08/29/the-ulez-debate-is-very-far-from-over/,UK politics
130,https://www.thesun.co.uk/news/23694891/labour-lib-dem-sadiq-khan-ulez/,UK politics
131,https://www.dailymail.co.uk/debate/article-12458713/DAILY-MAIL-COMMENT-victims-flights-chaos-deserve-better.html,Transport
132,https://www.independent.co.uk/voices/editorials/ulez-climate-crisis-pollution-london-b2401261.html,Transport
133,https://www.dailymail.co.uk/news/article-12454705/DAILY-MAIL-COMMENT-green-trick-fleece-motorist.html,Transport
134,https://www.dailymail.co.uk/news/article-12449265/MAIL-SUNDAY-COMMENT-Khans-pay-mile-plan-green-tax-golden-goose.html,Transport
135,https://www.telegraph.co.uk/opinion/2023/08/27/what-replaces-fuel-duty-needs-debate/,Transport
136,https://www.theguardian.com/commentisfree/2023/aug/27/the-guardian-view-on-hydrogen-hype-its-perhaps-not-as-green-as-you-think,Renewables
137,https://www.telegraph.co.uk/opinion/2023/08/26/sadiq-khans-ulez-is-a-great-betrayal/,UK politics
138,https://www.mirror.co.uk/news/politics/alternatives-carbon-capture-technology-deeply-30795826,UK climate policy
139,https://www.mirror.co.uk/news/politics/rishi-sunak-failed-solve-migrant-30791023,Energy prices
140,https://www.thetimes.co.uk/article/ed244126-437b-11ee-8b31-3c9c533abb75,UK climate policy
141,https://www.ft.com/content/8e4278a8-9f8c-42a6-8168-6d0b234a2d16,International politics
142,https://www.thetimes.co.uk/article/the-times-view-on-low-carbon-shipping-plain-sailing-qmhg937w2,Transport
143,https://www.ft.com/content/312eab5f-be21-4a5b-a728-f37ec8d63326,Transport
144,https://www.pressreader.com/article/281775633703140,UK politics
145,https://www.ft.com/content/ef5dcba8-1d26-4269-91fe-79973a597cc4,UK climate policy
146,https://www.ft.com/content/2b5e0a50-dcf7-4932-a293-6fa82cebc027,Nuclear
147,https://www.theguardian.com/commentisfree/2023/aug/16/the-guardian-view-on-protecting-corals-what-lies-beneath-matters-too,Extreme weather & adaptation
148,https://www.thesun.co.uk/news/23490630/defence-mod-woke-trans-gender-neutral-loos-sun-says/,UK climate policy
149,https://www.theguardian.com/commentisfree/2023/aug/14/the-guardian-view-on-hawaiis-lethal-wildfire-lessons-to-learn-from-a-catastrophe,Extreme weather & adaptation
150,https://www.telegraph.co.uk/opinion/2023/08/13/britain-isnt-being-told-the-truth-about-net-zero,UK climate policy
151,https://www.mirror.co.uk/news/if-sunak-wants-restore-integrity-30677274,UK politics
152,https://www.theguardian.com/commentisfree/2023/aug/09/the-guardian-view-on-the-amazon-summit-rich-nations-must-now-step-up,Climate finance
153,https://www.dailymail.co.uk/news/article-12387061/DAILY-MAIL-COMMENT-Dont-make-excuses-crooked-law-firms.html,UK politics
154,https://www.telegraph.co.uk/opinion/2023/08/08/the-tories-are-trapped-by-net-zero-legislation/,UK climate policy
155,https://www.telegraph.co.uk/opinion/2023/08/08/labours-hot-air/,UK politics
156,https://www.thesun.co.uk/news/23383619/labour-greenpeace-zombie-candidate-side-starmer-sun-says/,UK politics
157,https://www.telegraph.co.uk/opinion/2023/08/07/slam-the-brakes/,UK climate policy
158,https://www.dailymail.co.uk/news/article-12382727/DAILY-MAIL-COMMENT-Rishis-asylum-plan-starts-come-together.html,UK politics
159,https://www.telegraph.co.uk/opinion/2023/08/05/uk-security-must-not-be-sacrificed-to-net-zero/?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+07+08+2023,UK climate policy
160,https://www.thesun.co.uk/news/23360047/sun-says-low-traffic-neighbourhood-zones/?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+07+08+2023,UK climate policy
161,https://www.thetimes.co.uk/article/the-times-view-on-greenpeace-activism-red-line-0hxlbqvk5?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-10&utm_campaign=Daily+Briefing+07+08+2023,Activism
162,https://www.ft.com/content/043c65bc-3462-4991-a72e-21337fa4dbec,International politics
163,https://www.telegraph.co.uk/opinion/2023/08/04/childish-fanatics/,Activism
164,https://www.thesun.co.uk/news/23335054/north-yorkshire-police-greenpeace-rishi-sunaks-family-home/,Activism
165,https://www.pressreader.com/uk/daily-express/20230804/page/12/textview,Activism
166,https://www.dailymail.co.uk/debate/article-12371089/DAILY-MAIL-COMMENT-Targeting-families-private-homes-elected-politicians-unacceptable-criminals-ladders-walls-Rishi-Sunaks-home-subject-force-law.html,Activism
167,https://www.thesun.co.uk/news/23315643/rishi-sunak-net-zero-election-victory/,UK climate policy
168,https://www.thesun.co.uk/news/23293843/sun-says-philip-hammond-honesty-british-cost-net-zero/,UK climate policy
169,https://www.dailymail.co.uk/news/article-12362723/DAILY-MAIL-COMMENT-brake-petrol-car-ban-PM.html,Transport
170,https://www.mirror.co.uk/news/politics/sending-teetotal-prime-minister-pull-30606979,Oil & gas
171,https://www.telegraph.co.uk/opinion/2023/08/01/reviving-north-sea-oil-and-gas/,Oil & gas
172,https://www.dailymail.co.uk/debate/article-12358721/DAILY-MAIL-COMMENT-Watchdog-bares-fangs-dodgy-lawyers.html,UK politics
173,https://www.independent.co.uk/voices/editorials/rishi-sunak-green-oil-gas-climate-b2385008.html,UK climate policy
174,https://www.thesun.co.uk/news/23272423/rishi-sunak-net-zero-key-demands/,Transport
175,https://www.thetimes.co.uk/article/the-times-view-on-north-sea-licences-energy-security-vq30gg3f6,UK climate policy
176,https://www.mirror.co.uk/news/politics/rishi-sunak-more-interested-creating-30597928,UK climate policy
177,https://www.theguardian.com/commentisfree/2023/jul/31/the-guardian-view-on-new-north-sea-drilling-misreading-the-mood,Oil & gas
178,https://www.thetimes.co.uk/article/the-times-view-on-honest-green-policy-political-climate-wfb2dwszw,UK climate policy
179,https://www.thesun.co.uk/news/22855023/jonny-bairstow-carrying-eco-loon-lords-ground/,Activism
180,https://www.independent.co.uk/voices/editorials/climate-crisis-uk-meterological-office-report-warning-b2383095.html,Extreme weather & adaptation
181,https://www.theguardian.com/commentisfree/2023/jul/26/the-guardian-view-on-climate-science-warming-oceans-are-a-warning-of-the-chaos-ahead,Extreme weather & adaptation
182,https://www.mirror.co.uk/news/politics/why-more-time-must-taken-30554113,Extreme weather & adaptation
183,https://www.thetimes.co.uk/article/the-times-view-on-vehicle-policy-car-crash-gxvfzg6gl,Transport
184,https://www.independent.co.uk/voices/editorials/net-zero-rishi-sunak-ulez-labour-b2381648.html,UK climate policy
185,https://www.thetimes.co.uk/article/the-times-view-on-the-rhodes-wildfires-fire-alarm-xnfv0cgdq,Extreme weather & adaptation
186,https://www.telegraph.co.uk/opinion/2023/07/24/change-the-ludicrous-net-zero-timetable/,UK climate policy
187,https://www.dailymail.co.uk/debate/article-12329869/DAILY-MAIL-COMMENT-Jeremy-Hunts-rallying-cry-end-curse-cancer.html,UK politics
188,https://www.thetimes.co.uk/article/the-times-view-on-calm-climate-action-apocalypse-not-tjqlgvdpc,Climate science
189,https://www.mirror.co.uk/news/world-news/people-stranded-due-wildfires-need-30535912,Extreme weather & adaptation
190,https://www.thesun.co.uk/news/23150505/voters-will-not-tolerate-costs-net-zero-sun-says/,UK politics
191,https://www.independent.co.uk/voices/editorials/uxbridge-south-ruslip-ulez-green-policies-b2380459.html,UK politics
192,https://www.telegraph.co.uk/opinion/2023/07/22/britain-needs-a-referendum-on-net-zero/,UK politics
193,https://www.theguardian.com/commentisfree/2023/jul/22/observer-view-climate-crisis-must-not-be-used-political-tool,UK politics
194,https://www.thesun.co.uk/news/23137092/rishi-sunak-by-elections-labour/,UK politics
195,https://www.telegraph.co.uk/opinion/2023/07/21/the-anti-green-revolt-is-the-tories-big-chance/,UK politics
196,https://www.ft.com/content/da4a366c-734a-4d1f-bd3e-2aec94373d60,UK politics
197,https://www.theguardian.com/commentisfree/2023/jul/21/the-guardian-view-on-byelection-results-leaders-speak-of-successes-amid-party-defeats,UK politics
198,https://www.dailymail.co.uk/debate/article-12321723/DAILY-MAIL-COMMENT-time-trumpet-benefits-Brexit-Britain-won-battle-new-Jaguar-Land-Rover-battery-plant.html,Activism
199,https://www.dailymail.co.uk/debate/article-12317635/DAILY-MAIL-COMMENT-Nigel-Farage-not-everyones-cup-tea-banks-attack-free-speech-end-now.html,Activism
200,https://www.dailymail.co.uk/debate/article-12317635/DAILY-MAIL-COMMENT-Nigel-Farage-not-everyones-cup-tea-banks-attack-free-speech-end-now.html,Transport
201,https://www.thesun.co.uk/news/23111731/woke-bank-outrage-nigel-farage-account/,Transport
202,https://www.theguardian.com/commentisfree/2023/jul/18/the-guardian-view-on-europes-heatwaves-warnings-from-hades,Extreme weather & adaptation
203,https://www.telegraph.co.uk/opinion/2023/07/14/boldness-at-home-could-save-the-tories,UK climate policy
204,https://www.ft.com/content/dc22b632-7968-4bd9-b2d3-cef8487d2bbf,International politics
205,https://www.dailymail.co.uk/news/article-12293307/DAILY-MAIL-COMMENT-water-firms-sold-river.html,UK politics
206,https://www.dailymail.co.uk/news/article-12281235/DAILY-MAIL-COMMENT-rallying-cry-silent-killer.html,Transport
207,https://www.dailymail.co.uk/debate/article-12276895/DAILY-MAIL-COMMENT-slam-brakes-dash-eco-cars.html,Transport
208,https://www.thesun.co.uk/news/22978064/putin-ukraine-days-war-disarray/,UK politics
209,https://www.ft.com/content/428b3fbc-83e0-43ae-90e3-ea5f2022b57f,Transport
210,https://www.thesun.co.uk/news/22956294/sex-pest-chris-pincher-punishment-boris-johnson-miscarraige-justice/,UK politics
211,https://www.ft.com/content/a1bb33ad-de7d-4e79-a3a8-51474807f08d,Transport
212,https://www.mirror.co.uk/news/uk-news/climate-emergency-greatest-challenge-rishi-30400829,UK climate policy
213,https://www.theguardian.com/commentisfree/2023/jul/05/the-guardian-view-on-toyotas-electric-car-battery-a-boost-only-if-we-embrace-public-transport,Transport
214,https://www.dailymail.co.uk/news/article-12268695/DAILY-MAIL-COMMENT-Silent-Sir-Bernard-shows-no-integrity.html,UK climate policy
215,https://www.theguardian.com/commentisfree/2023/jul/03/the-guardian-view-on-europes-green-deal-blowing-in-the-wind,International politics
216,https://www.thesun.co.uk/news/22912892/labour-just-stop-oil-cult/,UK politics
217,https://www.dailymail.co.uk/news/article-12257083/DAILY-MAIL-COMMENT-Rethink-rush-ban-petrol-vehicles.html,Transport
218,"",Transport
219,https://www.theguardian.com/commentisfree/2023/jul/01/observer-view-on-rishi-sunak-lack-of-commitment-to-environment,UK politics
220,https://www.thesun.co.uk/news/22873436/tories-membership-echr-controlling-borders-sun-says/,Activism
221,https://www.telegraph.co.uk/news/2023/06/28/water-security-must-be-the-priority,Extreme weather & adaptation
222,https://www.theguardian.com/commentisfree/2023/jun/28/the-guardian-view-on-rishi-sunak-and-net-zero-a-cowardly-retreat,UK politics
223,https://www.pressreader.com/uk/daily-express/20230628/281805698366340/textview,Activism
224,"",Activism
225,https://www.dailymail.co.uk/news/article-12236275/DAILY-MAIL-COMMENT-Green-levies-hurt-struggling-families.html,UK climate policy
226,https://www.thesun.co.uk/news/22822736/government-bin-green-levy-energy-bills/,UK climate policy
227,https://www.ft.com/content/8d78488a-ac4b-4986-899f-60348b0dee0c,Climate finance
228,"",Oil & gas
229,https://www.dailymail.co.uk/debate/article-12232737/DAILY-MAIL-COMMENT-West-hold-nerve-thwart-Putin-Ukraine-invasion.html,Activism
230,https://www.telegraph.co.uk/opinion/2023/06/26/the-levy-on-energy-bills-is-a-net-zero-poll-tax/,UK climate policy
231,https://www.telegraph.co.uk/opinion/2023/06/23/time-to-reconsider-our-approach-to-net-zero/,UK climate policy
232,https://www.theguardian.com/commentisfree/2023/jun/22/the-guardian-view-on-macrons-green-finance-deal-save-lives-not-profits,Climate finance
233,https://www.ft.com/content/2030c018-9668-4682-af37-1580cf09d960?utm_source=cbnewsletter&utm_medium=email&utm_term=2023-11-08&utm_campaign=Daily+Briefing+22+06+2023,International politics
234,"",Oil & gas
