id,iati_identifier,climate_label
93,GB-1-204984-116,Adaptation or mitigation as a principle or significant objective
94,GB-1-103765-102,No adaptation or mitigation as a principle or significant objective
95,GB-1-203311,No adaptation or mitigation as a principle or significant objective
96,GB-GOV-1-300175-107,No adaptation or mitigation as a principle or significant objective
97,GB-1-205157-102,No adaptation or mitigation as a principle or significant objective
98,GB-GOV-3-IP_UZ,No adaptation or mitigation as a principle or significant objective
99,GB-GOV-3-Chevening Scholarships-AL,No adaptation or mitigation as a principle or significant objective
100,GB-1-114075-102,No adaptation or mitigation as a principle or significant objective
101,GB-1-200964,No adaptation or mitigation as a principle or significant objective
102,GB-GOV-3-PF-IND-911,No adaptation or mitigation as a principle or significant objective
103,GB-1-202155,No adaptation or mitigation as a principle or significant objective
104,GB-1-114409-103,No adaptation or mitigation as a principle or significant objective
105,GB-GOV-3-PPF-CHP-000175,No adaptation or mitigation as a principle or significant objective
106,GB-1-202831-106,No adaptation or mitigation as a principle or significant objective
107,GB-GOV-1-300956-403,No adaptation or mitigation as a principle or significant objective
108,GB-GOV-3-IWT-KH,No adaptation or mitigation as a principle or significant objective
109,GB-GOV-1-301120-999,No adaptation or mitigation as a principle or significant objective
110,GB-1-202139-111,No adaptation or mitigation as a principle or significant objective
111,GB-1-204825-103,Adaptation or mitigation as a principle or significant objective
112,GB-1-205249-106,No adaptation or mitigation as a principle or significant objective
113,GB-GOV-3-PDS-CPD-SPF-000615,No adaptation or mitigation as a principle or significant objective
114,GB-GOV-1-300644,Adaptation or mitigation as a principle or significant objective
115,GB-1-202792-101,No adaptation or mitigation as a principle or significant objective
116,GB-1-203981-101,No adaptation or mitigation as a principle or significant objective
117,GB-1-204468-106,No adaptation or mitigation as a principle or significant objective
118,GB-1-204731-103,No adaptation or mitigation as a principle or significant objective
119,GB-1-203177,No adaptation or mitigation as a principle or significant objective
120,GB-1-200625-102,No adaptation or mitigation as a principle or significant objective
121,GB-1-204020-102,Adaptation or mitigation as a principle or significant objective
122,GB-GOV-1-300491-101,No adaptation or mitigation as a principle or significant objective
123,GB-GOV-3-PAP-MNU-002318,No adaptation or mitigation as a principle or significant objective
124,GB-1-202493-106,No adaptation or mitigation as a principle or significant objective
125,GB-1-204313-104,No adaptation or mitigation as a principle or significant objective
126,GB-1-113754-101,No adaptation or mitigation as a principle or significant objective
127,GB-1-111435-102,No adaptation or mitigation as a principle or significant objective
128,GB-1-201297-101,No adaptation or mitigation as a principle or significant objective
129,GB-1-109025-101,No adaptation or mitigation as a principle or significant objective
130,GB-1-204193-102,No adaptation or mitigation as a principle or significant objective
131,GB-1-113839-153,No adaptation or mitigation as a principle or significant objective
132,GB-1-203704-113,No adaptation or mitigation as a principle or significant objective
133,GB-1-113693,No adaptation or mitigation as a principle or significant objective
134,GB-1-205181-113,No adaptation or mitigation as a principle or significant objective
135,GB-1-202575-102,No adaptation or mitigation as a principle or significant objective
136,GB-GOV-1-300358-102,No adaptation or mitigation as a principle or significant objective
137,GB-GOV-1-300506-104,No adaptation or mitigation as a principle or significant objective
138,GB-GOV-3-HRRBIS-998-FY19/20,No adaptation or mitigation as a principle or significant objective
139,GB-1-201874-105,No adaptation or mitigation as a principle or significant objective
140,GB-GOV-1-300069-101,No adaptation or mitigation as a principle or significant objective
141,GB-GOV-1-300718-104,No adaptation or mitigation as a principle or significant objective
142,GB-1-202981-103,No adaptation or mitigation as a principle or significant objective
143,GB-1-103497-103,No adaptation or mitigation as a principle or significant objective
144,GB-GOV-1-300421-106,No adaptation or mitigation as a principle or significant objective
145,GB-GOV-1-301362-103,No adaptation or mitigation as a principle or significant objective
146,GB-GOV-1-300852-101,No adaptation or mitigation as a principle or significant objective
147,GB-1-201616-101,No adaptation or mitigation as a principle or significant objective
148,GB-GOV-3-PF-TUR-911,No adaptation or mitigation as a principle or significant objective
149,GB-1-114197,No adaptation or mitigation as a principle or significant objective
150,GB-1-110992-103,No adaptation or mitigation as a principle or significant objective
151,GB-1-203464-101,No adaptation or mitigation as a principle or significant objective
152,GB-1-201013,No adaptation or mitigation as a principle or significant objective
153,GB-1-204809-102,No adaptation or mitigation as a principle or significant objective
154,GB-GOV-3-CSSF-06-000005,No adaptation or mitigation as a principle or significant objective
155,GB-1-107370-103,No adaptation or mitigation as a principle or significant objective
156,GB-1-201459,No adaptation or mitigation as a principle or significant objective
157,GB-1-200672,No adaptation or mitigation as a principle or significant objective
158,GB-1-113748-101,No adaptation or mitigation as a principle or significant objective
159,GB-GOV-3-PAP-MAK-002248,No adaptation or mitigation as a principle or significant objective
160,GB-1-202545-101,No adaptation or mitigation as a principle or significant objective
161,GB-1-102365,No adaptation or mitigation as a principle or significant objective
162,GB-1-113441-101,No adaptation or mitigation as a principle or significant objective
163,GB-1-110340,No adaptation or mitigation as a principle or significant objective
164,GB-GOV-1-301000-105,Adaptation or mitigation as a principle or significant objective
165,GB-GOV-1-300358-133,No adaptation or mitigation as a principle or significant objective
166,GB-1-204590-103,No adaptation or mitigation as a principle or significant objective
167,GB-1-200373-102,No adaptation or mitigation as a principle or significant objective
168,GB-1-203183-107,No adaptation or mitigation as a principle or significant objective
169,GB-1-201162-101,No adaptation or mitigation as a principle or significant objective
170,GB-GOV-1-300871,No adaptation or mitigation as a principle or significant objective
171,GB-GOV-3-PEU-BPF-160703,No adaptation or mitigation as a principle or significant objective
172,GB-1-114278,No adaptation or mitigation as a principle or significant objective
173,GB-1-113871-130,No adaptation or mitigation as a principle or significant objective
174,GB-GOV-3-PAP-NKP-001001,No adaptation or mitigation as a principle or significant objective
175,GB-1-201324,No adaptation or mitigation as a principle or significant objective
176,GB-1-201225-104,No adaptation or mitigation as a principle or significant objective
177,GB-1-114487-102,No adaptation or mitigation as a principle or significant objective
178,GB-1-202822-111,Adaptation or mitigation as a principle or significant objective
179,GB-1-113426-101,No adaptation or mitigation as a principle or significant objective
180,GB-1-200171-102,No adaptation or mitigation as a principle or significant objective
181,GB-GOV-1-300657-107,No adaptation or mitigation as a principle or significant objective
182,GB-GOV-3-PEU-BPF-160204,No adaptation or mitigation as a principle or significant objective
183,GB-1-203851-111,No adaptation or mitigation as a principle or significant objective
184,GB-1-201167,No adaptation or mitigation as a principle or significant objective
185,GB-GOV-3-Chevening Scholarships-SC,No adaptation or mitigation as a principle or significant objective
186,GB-GOV-3-Combatting Corruption-AR,No adaptation or mitigation as a principle or significant objective
187,GB-1-202052,No adaptation or mitigation as a principle or significant objective
188,GB-1-201515-101,No adaptation or mitigation as a principle or significant objective
189,GB-1-204228,No adaptation or mitigation as a principle or significant objective
190,GB-1-114150-101,No adaptation or mitigation as a principle or significant objective
191,GB-GOV-1-300292-110,No adaptation or mitigation as a principle or significant objective
192,GB-1-203973-102,No adaptation or mitigation as a principle or significant objective
193,GB-1-204941-104,No adaptation or mitigation as a principle or significant objective
194,GB-GOV-1-300110-105,No adaptation or mitigation as a principle or significant objective
195,GB-1-200464,No adaptation or mitigation as a principle or significant objective
196,GB-1-203168-101,No adaptation or mitigation as a principle or significant objective
197,GB-1-204856-102,No adaptation or mitigation as a principle or significant objective
198,GB-GOV-3-PPF-MEX-000027,No adaptation or mitigation as a principle or significant objective
199,GB-1-204336-102,No adaptation or mitigation as a principle or significant objective
200,GB-GOV-3-PPF-PEL-000006,No adaptation or mitigation as a principle or significant objective
201,GB-1-202597-111,Adaptation or mitigation as a principle or significant objective
202,GB-GOV-1-301203-403,No adaptation or mitigation as a principle or significant objective
203,GB-1-110841,No adaptation or mitigation as a principle or significant objective
204,GB-1-203151-101,No adaptation or mitigation as a principle or significant objective
205,GB-1-113961-107,No adaptation or mitigation as a principle or significant objective
206,GB-GOV-3-PF-CHP-912017,No adaptation or mitigation as a principle or significant objective
207,GB-1-202351-103,No adaptation or mitigation as a principle or significant objective
208,GB-GOV-3-PF-CHP-924008,No adaptation or mitigation as a principle or significant objective
209,GB-GOV-3-PF-HEA-911005,No adaptation or mitigation as a principle or significant objective
210,GB-1-202921-125,Adaptation or mitigation as a principle or significant objective
211,GB-1-205181-103,No adaptation or mitigation as a principle or significant objective
212,GB-1-202179-102,No adaptation or mitigation as a principle or significant objective
213,GB-1-202976-102,No adaptation or mitigation as a principle or significant objective
214,GB-GOV-3-PF-GBE-911,No adaptation or mitigation as a principle or significant objective
215,GB-GOV-1-300635,Adaptation or mitigation as a principle or significant objective
216,GB-1-203559-157,No adaptation or mitigation as a principle or significant objective
217,GB-GOV-3-IP_MU,No adaptation or mitigation as a principle or significant objective
218,GB-GOV-1-300675-401,No adaptation or mitigation as a principle or significant objective
219,GB-1-113585-101,No adaptation or mitigation as a principle or significant objective
220,GB-1-202672,No adaptation or mitigation as a principle or significant objective
221,GB-1-202608-101,No adaptation or mitigation as a principle or significant objective
222,GB-GOV-1-301017-103,No adaptation or mitigation as a principle or significant objective
223,GB-GOV-1-300307-101,No adaptation or mitigation as a principle or significant objective
224,GB-1-200819-104,No adaptation or mitigation as a principle or significant objective
225,GB-1-202121-101,No adaptation or mitigation as a principle or significant objective
226,GB-1-205268-110,No adaptation or mitigation as a principle or significant objective
227,GB-GOV-3-HRRBIS-SV,No adaptation or mitigation as a principle or significant objective
228,GB-1-201076,No adaptation or mitigation as a principle or significant objective
229,GB-1-203704-101,No adaptation or mitigation as a principle or significant objective
230,GB-1-205074-106,No adaptation or mitigation as a principle or significant objective
231,GB-1-114479-105,No adaptation or mitigation as a principle or significant objective
232,GB-1-202541-109,Adaptation or mitigation as a principle or significant objective
233,GB-1-204043-101,No adaptation or mitigation as a principle or significant objective
234,GB-1-113905-101,No adaptation or mitigation as a principle or significant objective
235,GB-1-203528-101,No adaptation or mitigation as a principle or significant objective
236,GB-1-107508-103,No adaptation or mitigation as a principle or significant objective
237,GB-1-202088-101,No adaptation or mitigation as a principle or significant objective
238,GB-GOV-1-300708-190,No adaptation or mitigation as a principle or significant objective
239,GB-1-103021-102,No adaptation or mitigation as a principle or significant objective
240,GB-1-103296-102,No adaptation or mitigation as a principle or significant objective
241,GB-GOV-3-PPF-CHP-000080`,No adaptation or mitigation as a principle or significant objective
242,GB-1-202134-101,No adaptation or mitigation as a principle or significant objective
243,GB-1-205238-110,No adaptation or mitigation as a principle or significant objective
244,GB-1-200236-102,No adaptation or mitigation as a principle or significant objective
245,GB-GOV-1-301144-104,No adaptation or mitigation as a principle or significant objective
246,GB-1-202081,No adaptation or mitigation as a principle or significant objective
247,GB-1-203353-101,No adaptation or mitigation as a principle or significant objective
248,GB-1-108672-102,No adaptation or mitigation as a principle or significant objective
249,GB-1-110951-101,No adaptation or mitigation as a principle or significant objective
250,GB-GOV-1-300075-104,No adaptation or mitigation as a principle or significant objective
251,GB-1-201483-117,No adaptation or mitigation as a principle or significant objective
252,GB-1-200146-110,No adaptation or mitigation as a principle or significant objective
253,GB-GOV-3-HRRBIS-CU-FY19/20,No adaptation or mitigation as a principle or significant objective
254,GB-GOV-1-300157-104,No adaptation or mitigation as a principle or significant objective
255,GB-1-200328,No adaptation or mitigation as a principle or significant objective
256,GB-1-203167-101,No adaptation or mitigation as a principle or significant objective
257,GB-1-203185-102,Adaptation or mitigation as a principle or significant objective
258,GB-GOV-3-PEU-SRE-150207,No adaptation or mitigation as a principle or significant objective
259,GB-1-204607,No adaptation or mitigation as a principle or significant objective
260,GB-1-201326-101,No adaptation or mitigation as a principle or significant objective
261,GB-1-205065-104,No adaptation or mitigation as a principle or significant objective
262,GB-GOV-3-PAP-ASEAN-002355,No adaptation or mitigation as a principle or significant objective
263,GB-GOV-1-301227,No adaptation or mitigation as a principle or significant objective
264,GB-GOV-1-300708-142,No adaptation or mitigation as a principle or significant objective
265,GB-1-203426-102,No adaptation or mitigation as a principle or significant objective
266,GB-GOV-3-Chevening Scholarships-MU,No adaptation or mitigation as a principle or significant objective
267,GB-1-202946-102,No adaptation or mitigation as a principle or significant objective
268,GB-1-110948-102,No adaptation or mitigation as a principle or significant objective
269,GB-GOV-1-300996,No adaptation or mitigation as a principle or significant objective
270,GB-GOV-3-PAF-AS14-EN2,No adaptation or mitigation as a principle or significant objective
271,GB-GOV-3-PAP-CNF-002286,No adaptation or mitigation as a principle or significant objective
272,GB-1-203871-109,Adaptation or mitigation as a principle or significant objective
273,GB-1-203200-102,No adaptation or mitigation as a principle or significant objective
274,GB-1-200801,No adaptation or mitigation as a principle or significant objective
275,GB-GOV-3-PAM-AS14-BRB-000001,No adaptation or mitigation as a principle or significant objective
276,GB-1-107478-103,No adaptation or mitigation as a principle or significant objective
277,GB-1-205219-105,Adaptation or mitigation as a principle or significant objective
278,GB-1-202372-102,No adaptation or mitigation as a principle or significant objective
279,GB-GOV-1-300427-108,No adaptation or mitigation as a principle or significant objective
280,GB-1-200366-102,No adaptation or mitigation as a principle or significant objective
281,GB-1-114329-106,No adaptation or mitigation as a principle or significant objective
282,GB-1-202230,No adaptation or mitigation as a principle or significant objective
283,GB-1-202883-104,No adaptation or mitigation as a principle or significant objective
284,GB-GOV-1-300616-108,No adaptation or mitigation as a principle or significant objective
285,GB-GOV-1-301286-101,No adaptation or mitigation as a principle or significant objective
286,GB-1-202051-103,No adaptation or mitigation as a principle or significant objective
287,GB-1-202223-102,No adaptation or mitigation as a principle or significant objective
288,GB-1-203238-101,No adaptation or mitigation as a principle or significant objective
289,GB-GOV-3-PF-CHP-912010,No adaptation or mitigation as a principle or significant objective
290,GB-1-112026-102,No adaptation or mitigation as a principle or significant objective
291,GB-1-205122-110,No adaptation or mitigation as a principle or significant objective
292,GB-GOV-1-301189-110,No adaptation or mitigation as a principle or significant objective
293,GB-1-110688,No adaptation or mitigation as a principle or significant objective
294,GB-1-104978-107,No adaptation or mitigation as a principle or significant objective
295,GB-GOV-3-Chevening Scholarships-PG,No adaptation or mitigation as a principle or significant objective
296,GB-1-204437-102,No adaptation or mitigation as a principle or significant objective
297,GB-GOV-1-300737-402,No adaptation or mitigation as a principle or significant objective
298,GB-1-200602-101,No adaptation or mitigation as a principle or significant objective
299,GB-GOV-1-300725-101,No adaptation or mitigation as a principle or significant objective
300,GB-1-203486-104,No adaptation or mitigation as a principle or significant objective
301,GB-1-200845,No adaptation or mitigation as a principle or significant objective
302,GB-GOV-1-301547,No adaptation or mitigation as a principle or significant objective
303,GB-1-108984-102,No adaptation or mitigation as a principle or significant objective
304,GB-1-205238-101,No adaptation or mitigation as a principle or significant objective
305,GB-1-202459-101,No adaptation or mitigation as a principle or significant objective
306,GB-GOV-3-Frontline Diplomatic Enabling Activity-WS,No adaptation or mitigation as a principle or significant objective
307,GB-1-113522,No adaptation or mitigation as a principle or significant objective
308,GB-1-203559-116,No adaptation or mitigation as a principle or significant objective
309,GB-1-200452-103,No adaptation or mitigation as a principle or significant objective
310,GB-1-200619-103,No adaptation or mitigation as a principle or significant objective
311,GB-GOV-1-300175,No adaptation or mitigation as a principle or significant objective
312,GB-1-114354-105,No adaptation or mitigation as a principle or significant objective
313,GB-1-204876-105,No adaptation or mitigation as a principle or significant objective
314,GB-1-203852-104,Adaptation or mitigation as a principle or significant objective
315,GB-GOV-3-PPY-SEA-1519,No adaptation or mitigation as a principle or significant objective
316,GB-GOV-3-PPF-CHP-000096,No adaptation or mitigation as a principle or significant objective
317,GB-1-105261-102,No adaptation or mitigation as a principle or significant objective
318,GB-1-203061-101,No adaptation or mitigation as a principle or significant objective
319,GB-1-204637-102,Adaptation or mitigation as a principle or significant objective
320,GB-1-202901,No adaptation or mitigation as a principle or significant objective
321,GB-1-201206-101,No adaptation or mitigation as a principle or significant objective
322,GB-1-200498,Adaptation or mitigation as a principle or significant objective
323,GB-1-111523,No adaptation or mitigation as a principle or significant objective
324,GB-1-202643-101,No adaptation or mitigation as a principle or significant objective
325,GB-1-202004-101,No adaptation or mitigation as a principle or significant objective
326,GB-1-202708,No adaptation or mitigation as a principle or significant objective
327,GB-1-202474-102,No adaptation or mitigation as a principle or significant objective
328,GB-1-202513-103,No adaptation or mitigation as a principle or significant objective
329,GB-GOV-3-PAM-ARB-000111,No adaptation or mitigation as a principle or significant objective
330,GB-GOV-3-MAR-998,No adaptation or mitigation as a principle or significant objective
331,GB-1-204471-101,No adaptation or mitigation as a principle or significant objective
332,GB-1-112145,No adaptation or mitigation as a principle or significant objective
333,GB-GOV-1-301223-101,No adaptation or mitigation as a principle or significant objective
334,GB-GOV-3-PHR-TNT-231601,No adaptation or mitigation as a principle or significant objective
335,GB-1-201550-101,No adaptation or mitigation as a principle or significant objective
336,GB-1-202188,No adaptation or mitigation as a principle or significant objective
337,GB-1-203643-102,No adaptation or mitigation as a principle or significant objective
338,GB-GOV-1-301261-102,No adaptation or mitigation as a principle or significant objective
339,GB-1-104425-101,No adaptation or mitigation as a principle or significant objective
340,GB-1-105844-103,No adaptation or mitigation as a principle or significant objective
341,GB-1-203949,No adaptation or mitigation as a principle or significant objective
342,GB-GOV-3-PDS-NSD-CPU-000335,No adaptation or mitigation as a principle or significant objective
343,GB-1-204426-104,No adaptation or mitigation as a principle or significant objective
344,GB-1-203559-134,No adaptation or mitigation as a principle or significant objective
345,GB-GOV-1-300396-117,No adaptation or mitigation as a principle or significant objective
346,GB-1-113284-101,No adaptation or mitigation as a principle or significant objective
347,GB-GOV-1-300432,No adaptation or mitigation as a principle or significant objective
348,GB-1-110343-101,No adaptation or mitigation as a principle or significant objective
349,GB-1-204527-101,No adaptation or mitigation as a principle or significant objective
350,GB-1-114210,No adaptation or mitigation as a principle or significant objective
351,GB-GOV-1-300705-115,Adaptation or mitigation as a principle or significant objective
352,GB-1-113797-101,No adaptation or mitigation as a principle or significant objective
353,GB-1-106178-104,No adaptation or mitigation as a principle or significant objective
354,GB-1-204254-101,No adaptation or mitigation as a principle or significant objective
355,GB-1-202455-103,No adaptation or mitigation as a principle or significant objective
356,GB-1-201456-101,No adaptation or mitigation as a principle or significant objective
357,GB-GOV-1-301111,No adaptation or mitigation as a principle or significant objective
358,GB-1-203070-103,No adaptation or mitigation as a principle or significant objective
359,GB-1-203956-101,No adaptation or mitigation as a principle or significant objective
360,GB-GOV-1-300806-101,No adaptation or mitigation as a principle or significant objective
361,GB-GOV-1-300351-117,Adaptation or mitigation as a principle or significant objective
362,GB-GOV-3-PPY-IND-1536,No adaptation or mitigation as a principle or significant objective
363,GB-GOV-3-PEU-CWPF-160113,No adaptation or mitigation as a principle or significant objective
364,GB-GOV-1-300901-101,No adaptation or mitigation as a principle or significant objective
365,GB-1-204344-101,No adaptation or mitigation as a principle or significant objective
366,GB-1-107711-102,No adaptation or mitigation as a principle or significant objective
367,GB-1-204954-102,No adaptation or mitigation as a principle or significant objective
368,GB-GOV-1-300083,No adaptation or mitigation as a principle or significant objective
369,GB-GOV-3-Chevening Scholarships-WS,No adaptation or mitigation as a principle or significant objective
370,GB-1-203387-101,No adaptation or mitigation as a principle or significant objective
371,GB-1-201049-102,No adaptation or mitigation as a principle or significant objective
372,GB-1-200433-101,No adaptation or mitigation as a principle or significant objective
373,GB-1-200469-111,No adaptation or mitigation as a principle or significant objective
374,GB-GOV-1-300490-105,No adaptation or mitigation as a principle or significant objective
375,GB-1-103022-103,No adaptation or mitigation as a principle or significant objective
376,GB-1-204784,Adaptation or mitigation as a principle or significant objective
377,GB-1-203807-101,No adaptation or mitigation as a principle or significant objective
378,GB-1-204619-113,No adaptation or mitigation as a principle or significant objective
379,GB-1-103296,No adaptation or mitigation as a principle or significant objective
380,GB-GOV-3-CSSF-03-000038,No adaptation or mitigation as a principle or significant objective
381,GB-1-104190-103,No adaptation or mitigation as a principle or significant objective
382,GB-1-203752-105,No adaptation or mitigation as a principle or significant objective
383,GB-GOV-1-301371-110,No adaptation or mitigation as a principle or significant objective
384,GB-1-202551-101,No adaptation or mitigation as a principle or significant objective
385,GB-1-200887-101,No adaptation or mitigation as a principle or significant objective
386,GB-1-203708-103,Adaptation or mitigation as a principle or significant objective
387,GB-1-114259,No adaptation or mitigation as a principle or significant objective
388,GB-GOV-3-PAM-GYG-000050,No adaptation or mitigation as a principle or significant objective
389,GB-1-200795-109,No adaptation or mitigation as a principle or significant objective
390,GB-1-202720-101,No adaptation or mitigation as a principle or significant objective
391,GB-1-113463-101,No adaptation or mitigation as a principle or significant objective
392,GB-1-200250-129,No adaptation or mitigation as a principle or significant objective
393,GB-GOV-3-HRRBIS-XK,No adaptation or mitigation as a principle or significant objective
394,GB-1-103217-101,No adaptation or mitigation as a principle or significant objective
395,GB-1-114312-101,No adaptation or mitigation as a principle or significant objective
396,GB-1-102607-102,No adaptation or mitigation as a principle or significant objective
397,GB-GOV-3-FDEA-CI-FY19/20,No adaptation or mitigation as a principle or significant objective
398,GB-1-204635-111,No adaptation or mitigation as a principle or significant objective
399,GB-1-204929-105,No adaptation or mitigation as a principle or significant objective
400,GB-1-201884-109,No adaptation or mitigation as a principle or significant objective
401,GB-1-205181-119,No adaptation or mitigation as a principle or significant objective
402,GB-1-112152-102,No adaptation or mitigation as a principle or significant objective
403,GB-1-203082,No adaptation or mitigation as a principle or significant objective
404,GB-GOV-1-300814-105,Adaptation or mitigation as a principle or significant objective
405,GB-1-202416-116,No adaptation or mitigation as a principle or significant objective
406,GB-GOV-3-HRRBIS-NA-FY19/20,No adaptation or mitigation as a principle or significant objective
407,GB-1-114354-102,No adaptation or mitigation as a principle or significant objective
408,GB-1-114133-118,No adaptation or mitigation as a principle or significant objective
409,GB-GOV-1-301301-101,No adaptation or mitigation as a principle or significant objective
410,GB-1-200605,No adaptation or mitigation as a principle or significant objective
411,GB-1-114092,No adaptation or mitigation as a principle or significant objective
412,GB-1-113420,No adaptation or mitigation as a principle or significant objective
413,GB-1-202979-103,No adaptation or mitigation as a principle or significant objective
