id,url,subconcept,concept
24,https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-023-09344-4,Foundational systems,Information Systems
25,https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-022-01796-8,Foundational systems,Information Systems
26,https://bmcpregnancychildbirth.biomedcentral.com/articles/10.1186/s12884-023-05417-8,Foundational systems,Information Systems
27,https://bmcpregnancychildbirth.biomedcentral.com/counter/pdf/10.1186/s12884-022-05238-1.pdf,Foundational systems,Information Systems
28,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12767-z,Foundational systems,Information Systems
29,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-023-15534-w,Foundational systems,Information Systems
30,https://bmjopen.bmj.com/content/13/5/e071414,Foundational systems,Information Systems
31,https://bostonreview.net/articles/kevin-p-donovan-emma-park-tk/,Technology,Digital transformation
32,https://carolndosi.medium.com/part-2-bridging-the-gender-digital-divide-in-tanzania-807326a3ae63,Digital inequality,Data Values
33,https://carolndosi.medium.com/technology-innovation-and-women-in-tanzania-1d96bd701d08,Political economy of data,National Governance
34,https://centre.humdata.org/assessing-the-technical-feasibility-of-conflict-prediction-for-anticipatory-action/,Technology,Digital transformation
35,https://cepei.org/en/documents/new-sources-partnerships-better-data-development/,Governance frameworks,Global Governance
36,https://cgdev.org/publication/political-economy-bad-data-evidence-african-survey-administrative-statistics-working,Administrative data,Digital transformation
37,https://chrgj.org/wp-content/uploads/2021/06/CHRGJ-Report-Chased-Away-and-Left-to-Die.pdf,Foundational systems,Information Systems
38,https://cipit.strathmore.edu/the-state-of-ai-in-africa/,Technology,Digital transformation
39,https://clinic.cyber.harvard.edu/2023/01/26/aclu-wins-significant-transparency-victory-with-clinic-support/,Privacy,Data Values
40,https://connectedbydata.org/blog/2022/10/21/data-protection-policy,Privacy,Data Values
41,https://content.iospress.com/articles/statistical-journal-of-the-iaos/sji200761,Data demand and use,National Governance
42,https://content.iospress.com/articles/statistical-journal-of-the-iaos/sji220042,Censuses and surveys,Information Systems
43,https://crvssystems.ca/country-profiles,Foundational systems,Information Systems
44,https://dac2023.dhis2.org/program-schedule/program/43/dhis2-for-education-eng-fr,Foundational systems,Information Systems
45,https://dashboards.health.go.ug/search/,Foundational systems,Information Systems
46,https://data.humdata.org/organization/facebook,Ethics,Data Values
47,https://data.org/events/cultivating-capacity-building-data-science-and-data-centers-across-africa/,Statistical governance,National Governance
48,https://data.org/news/ai-solutions-at-deep-learning-indaba,Technology,Digital transformation
49,https://data.org/reports/accelerate/?utm_source=data.org&amp;utm_campaign=eb4d508727-NEWSLETTER_01_2023&amp;utm_medium=email&amp;utm_term=0_-eb4d508727-%5BLIST_EMAIL_ID%5D,Technology,Digital transformation
50,https://data.unicef.org/wp-content/uploads/2020/02/Snapshot-of-civil-registration-South-Asia-brochure_2019.pdf,Foundational systems,Information Systems
51,https://data.unwomen.org/publications/enquete-rapide-sur-les-effets-de-la-covid-19-au-benin-une-perspective-genre,Censuses and surveys,Information Systems
52,https://data2x.org/resource-center/transforming-the-data-landscape-solutions-to-close-gender-data-gaps/,Digital inequality,Data Values
53,https://datacatalog.worldbank.org/search/dataset/0038056/Digital-Governance-Projects-Database,Governance frameworks,Global Governance
54,https://dataportal.asia/home,Portals and datasets,Information Systems
55,https://datavaluesdigest.substack.com/p/is-it-time-to-move-on-from-inclusive,Non-official data,Information Systems
56,https://datawithpurpose.org/,Governance frameworks,Global Governance
57,https://developingeconomics.org/2022/02/24/the-colonial-geographies-of-kenyas-fintech-boom/,Political economy of data,National Governance
58,https://developmentgateway.org/blog/what-we-know-so-far-best-practices-in-developing-data-governance-frameworks/,Data governance,National Governance
59,https://developmentgateway.org/publication_landing/farmer-centric-data-governance-towards-a-new-paradigm/,Data governance,National Governance
60,https://devinit.org/resources/common-cause-common-language-harmonising-key-concepts-in-the-data-revolution/,Statistical governance,National Governance
61,https://devinit.org/resources/data-interoperability-sustainable-development/,Data demand and use,National Governance
62,https://digitalpublicgoods.net/what-we-do/,Governance frameworks,Global Governance
63,https://dl.acm.org/doi/10.1145/3487607,Standards and principles,Global Governance
64,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099744310142241052/idu0727bdcf602040a86b055a85cb4fcff,Data demand and use,National Governance
65,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/381751639456530686/capturing-what-matters-essential-guidelines-for-designing-household-surveys,Censuses and surveys,Information Systems
66,https://doi.org/10.1332/239788221X16655372907511,ICT infrastructures,Digital transformation
67,https://drive.google.com/drive/folders/1P8BW0Lj5vJvyYDmDeiY74OuAxgU_PLVL,Governance frameworks,Global Governance
68,https://dro.dur.ac.uk/36312/1/36312.pdf?DDD5+kswl88,Governance frameworks,Global Governance
69,https://ecastats.uneca.org/acsweb/Portals/0/ACS%20Stakeholder%20Survey%20Report%20%28V_HM_Nov15_2021%29.pdf,Statistical governance,National Governance
70,https://ecastats.uneca.org/asn/en-us/Sections/News-and-events/Interview-with-a-former-prominent-chief-statistician-Dr-Pali-Lehohla,Foundational systems,Information Systems
71,https://education-estimates.org/out-of-school/methods/,Foundational systems,Information Systems
72,https://en.unesco.org/inclusivepolicylab/analytics/data-solidarity-why-sharing-not-always-caring%C2%A0,Data governance,National Governance
73,https://english.onlinekhabar.com/tulsipur-cities-lack-data-policies.html,Foundational systems,Information Systems
74,https://foundation.mozilla.org/en/research/library/is-that-even-legal/kenya/,Privacy,Data Values
75,https://frompoverty.oxfam.org.uk/book-review-africa-2-0-inside-a-continents-communications-revolution/,Digital inequality,Data Values
76,https://fscluster.org/sites/default/files/documents/wfp-0000139190_ukraine_food_security_report.pdf,Technology,Digital transformation
77,https://genderdata.worldbank.org/,Portals and datasets,Information Systems
78,https://gh.bmj.com/content/7/2/e005971,Non-official data,Information Systems
79,https://gh.bmj.com/content/8/2/e011454,Data governance,National Governance
80,https://giga.global/sub-saharan-africa/,ICT infrastructures,Digital transformation
81,https://hewlett.org/from-data-revolutionary-to-data-governance-advocate-and-back-again-three-lessons-from-the-journey,Governance frameworks,Global Governance
82,https://iati.fcdo.gov.uk/iati_documents/90000219.odt,Financing for data,Global Governance
83,https://id169.com/discussing-the-opencrvs-open-source-civil-registration-system-ep-3,Foundational systems,Information Systems
84,https://id4d.worldbank.org/guide/types-id-systems,Foundational systems,Information Systems
85,https://idsd.network/,Privacy,Data Values
86,https://ieds-projekt.de/wp-content/uploads/2022/09/Paper4_manuscript.pdf,Data demand and use,National Governance
87,https://ijmaberjournal.org/index.php/ijmaber/article/view/692,Foundational systems,Information Systems
88,https://ijpds.org/article/view/2113,Administrative data,Digital transformation
89,https://ilo.org/wcmsp5/groups/public/---dgreports/---stat/documents/publication/wcms_821387.pdf,Censuses and surveys,Information Systems
90,https://informatics.bmj.com/content/bmjhci/28/1/e100241.full.pdf,Foundational systems,Information Systems
91,"https://investment-book.unaids.org/proposals/scopecoda#:~:text=SCOPE%20CODA%20is%20an%20integrated,including%20HIV%20testing%2C%20treatment%20and",Technology,Digital transformation
92,https://ip.umy.ac.id/wp-content/uploads/2018/11/Transforming-Government.-People-Process-and-Policy.pdf,e-government,Digital transformation
93,https://isdc.org/publications/data-gap-analysis-for-sdg-16-in-uganda/,Data governance,National Governance
94,https://joppp.biomedcentral.com/articles/10.1186/s40545-023-00517-4,Administrative data,Digital transformation
95,https://journals.plos.org/digitalhealth/article?id=10.1371/journal.pdig.0000118,Foundational systems,Information Systems
96,https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0001402,Data governance,National Governance
97,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0264742,Foundational systems,Information Systems
98,https://journals.sagepub.com/doi/epdf/10.1177/26317877221129290,Political economy of data,National Governance
99,https://journals.uic.edu/ojs/index.php/ojphi/article/view/12731,Foundational systems,Information Systems
100,https://landgeist.com/2023/02/21/subregional-hdi-of-africa/,Governance frameworks,Global Governance
101,https://library.fes.de/pdf-files/bueros/africa-media/18173.pdf,ICT infrastructures,Digital transformation
102,https://link.springer.com/article/10.1007/s10708-023-10852-3,ICT infrastructures,Digital transformation
103,https://link.springer.com/article/10.1007/s11366-023-09855-1,Political economy of data,National Governance
104,https://link.springer.com/article/10.1007/s12116-021-09319-8,Governance frameworks,Global Governance
105,https://link.springer.com/article/10.1007/s12553-022-00714-2,Foundational systems,Information Systems
106,https://link.springer.com/article/10.1007/s12553-023-00741-7,Foundational systems,Information Systems
107,https://link.springer.com/chapter/10.1007/978-3-031-24193-2_6,Data demand and use,National Governance
108,https://lnks.gd/l/eyJhbGciOiJIUzI1NiJ9.eyJidWxsZXRpbl9saW5rX2lkIjoxMDksInVyaSI6ImJwMjpjbGljayIsImJ1bGxldGluX2lkIjoiMjAyMjAxMTkuNTIwNTEyMTEiLCJ1cmwiOiJodHRwczovL3d3dy5vZWNkLm9yZy9kYWMvZGV2ZWxvcG1lbnQtY28tb3BlcmF0aW9uLXJlcG9ydC0yMDc0NzcyMS5odG0ifQ.X8cGCpRnr7nSIp5tuuO2DRBRQB1G3UcxtfY6yU7du3M/s/1355783805/br/125327309543-l,Foundational systems,Information Systems
109,https://mailchi.mp/dhis2/dhis2-newsletter-september-2022-highlights-13372207,Foundational systems,Information Systems
110,https://medium.com/data-stewards-network/issue-brief-major-takeaways-from-the-data4covid19-africa-challenge-9ca20346f84a#id_token=eyJhbGciOiJSUzI1NiIsImtpZCI6IjU4YjQyOTY2MmRiMDc4NmYyZWZlZmUxM2MxZWIxMmEyOGRjNDQyZDAiLCJ0eXAiOiJKV1QifQ.eyJpc3MiOiJodHRwczovL2FjY291bnRzLmdvb2dsZS5jb20iLCJuYmYiOjE2NDg0NTU4OTksImF1ZCI6IjIxNjI5NjAzNTgzNC1rMWs2cWUwNjBzMnRwMmEyamFtNGxqZGNtczAwc3R0Zy5hcHBzLmdvb2dsZXVzZXJjb250ZW50LmNvbSIsInN1YiI6IjExNzkyMzA5MzkzOTEwMDI4MjIxOSIsImVtYWlsIjoiYmFiaWxsYW5kZXJzb24xQGdtYWlsLmNvbSIsImVtYWlsX3ZlcmlmaWVkIjp0cnVlLCJhenAiOiIyMTYyOTYwMzU4MzQtazFrNnFlMDYwczJ0cDJhMmphbTRsamRjbXMwMHN0dGcuYXBwcy5nb29nbGV1c2VyY29udGVudC5jb20iLCJuYW1lIjoiQmlsbCBBbmRlcnNvbiIsInBpY3R1cmUiOiJodHRwczovL2xoMy5nb29nbGV1c2VyY29udGVudC5jb20vYS0vQU9oMTRHalRLa1RaVlZ5bER4MUduaDVDUldJcUpfaTJ3eWNzcjdRREdZalFhUT1zOTYtYyIsImdpdmVuX25hbWUiOiJCaWxsIiwiZmFtaWx5X25hbWUiOiJBbmRlcnNvbiIsImlhdCI6MTY0ODQ1NjE5OSwiZXhwIjoxNjQ4NDU5Nzk5LCJqdGkiOiJiODUyMTVmNDhmMmIxYTkzOGJlYWVkZTM1NDM2NTAyMzVmY2IzMDY5In0.bCG7EMZUFAPbqdwyMqgemtKdhpY_lvTkUEStyzD_vF8hgQnQ8hMZJoyyvEKYZh0N-Af027RLu92e0v7R9dy4HTKbrHBt3FkuETPr9k1X7cNDbpm9_Q2LKkYOqW_dYmkmjsQXaU91mFsz2cLhbNfYg2JwGF8grOnEMgUuZLzwZpbWtLplUIh2PyJKaL5kN90TqNZvNQPyU9vdtbH9cOHwvvoFAiDhY-YjguCxWEPmlTQp9s2XsbLl79WH1J7UASUWwhnZ13XdQ8oIuQ74BOwS-OknqIHmT5SH29IYRsSGTQJtZ4YbewRKMJcfFi-0UMOtJ42RrKkec8N-De4yfqmWPg,Data governance,National Governance
111,https://ndqf.in/,Data governance,National Governance
112,https://noyam.org/ehass20234416/,Foundational systems,Information Systems
113,https://odin.opendatawatch.com/,Portals and datasets,Information Systems
114,https://odp-cctegis.opendata.arcgis.com/,Portals and datasets,Information Systems
115,https://ojs.jpma.org.pk/index.php/public_html/article/view/5156,Foundational systems,Information Systems
116,https://ojs.trp.org.in/index.php/ajist/article/view/3481,Foundational systems,Information Systems
117,https://onlinelibrary.wiley.com/doi/abs/10.1002/isd2.12260,Foundational systems,Information Systems
118,https://onlinelibrary.wiley.com/doi/abs/10.1002/isd2.12263,Foundational systems,Information Systems
119,https://onlinelibrary.wiley.com/doi/full/10.1002/isd2.12213,ICT infrastructures,Digital transformation
120,https://onlinelibrary.wiley.com/doi/full/10.1002/isd2.12268,Foundational systems,Information Systems
121,https://onlinelibrary.wiley.com/doi/full/10.1111/roiw.12617,Censuses and surveys,Information Systems
122,https://opendatapolicylab.org/images/odpl/third-wave-of-opendata.pdf,Data demand and use,National Governance
123,https://opendatawatch.com/publications/better-measurement-and-monitoring-of-data-for-development/,Statistical governance,National Governance
124,https://openpublichealthjournal.com/VOLUME/15/ELOCATOR/e187494452208181/FULLTEXT/,Foundational systems,Information Systems
125,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3907633,Digital inequality,Data Values
126,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3969781,Foundational systems,Information Systems
127,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4238027,Data governance,National Governance
128,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4315937,Data governance,National Governance
129,https://paris21.org/news-center/news/using-satellite-images-more-detailed-picture-colombia,Technology,Digital transformation
130,https://paris21.org/sites/default/files/2021-11/Bern%20Network-GPEDC%20roundtable%20outcome%20note%20-%20Final.pdf,Financing for data,Global Governance
131,https://pdfs.semanticscholar.org/74a7/1e83c55b4992cd69ff5163a7f92537bc91da.pdf,Foundational systems,Information Systems
132,https://pdfs.semanticscholar.org/8779/a2334abd93b7e14a605d976658b0079dbd75.pdf,Non-official data,Information Systems
133,https://pdfs.semanticscholar.org/a3e8/dad0b842760235603d271abacc205f51b5a2.pdf,Governance frameworks,Global Governance
134,https://pdfs.semanticscholar.org/af12/75af524e13cf04785cece5a4d9da4003a715.pdf?_ga=2.63808237.376068498.1647857426-1440282374.1644318575,Foundational systems,Information Systems
135,https://pdfs.semanticscholar.org/d8a6/22f336760159bf89510b0084d144401980e1.pdf,Technology,Digital transformation
136,https://pdfs.semanticscholar.org/db80/7d95572cf3c78ab78d23305c9e60e84f591d.pdf,Foundational systems,Information Systems
137,https://pdp.unfpa.org/,Portals and datasets,Information Systems
138,https://pophealthmetrics.biomedcentral.com/articles/10.1186/s12963-023-00306-w,Foundational systems,Information Systems
139,https://privacyinternational.org/video/4412/when-id-leaves-you-without-identity-case-double-registration-kenya,Foundational systems,Information Systems
140,https://projectconnect.unicef.org/about,Foundational systems,Information Systems
141,https://psa.gov.ph/sites/default/files/6.7.1%20Evaluating%20the%20Quality%20of%20Statistics%20Produced%20by%20the%20Philippine%20Statistics%20Authority%20Using%20the.pdf,Statistical governance,National Governance
142,https://publications.iadb.org/en/building-scenarios-future-digital-identification-systems-latin-america-and-caribbean,Foundational systems,Information Systems
143,https://pubmed.ncbi.nlm.nih.gov/35601887/,Foundational systems,Information Systems
144,https://pubmed.ncbi.nlm.nih.gov/35795262/,Foundational systems,Information Systems
145,https://pubmed.ncbi.nlm.nih.gov/36573127/,Data governance,National Governance
146,https://pubmed.ncbi.nlm.nih.gov/36579436/,ICT infrastructures,Digital transformation
147,https://pubmed.ncbi.nlm.nih.gov/36932363/,Governance frameworks,Global Governance
148,https://pubmed.ncbi.nlm.nih.gov/36995755/,Foundational systems,Information Systems
149,https://pubmed.ncbi.nlm.nih.gov/37003162/,Administrative data,Digital transformation
150,https://pubmed.ncbi.nlm.nih.gov/37006561/,Foundational systems,Information Systems
151,https://pubmed.ncbi.nlm.nih.gov/37037434/,Foundational systems,Information Systems
152,https://pubmed.ncbi.nlm.nih.gov/37046884/,Foundational systems,Information Systems
153,https://pubmed.ncbi.nlm.nih.gov/37084282/,Foundational systems,Information Systems
154,https://pubmed.ncbi.nlm.nih.gov/37171865/,Foundational systems,Information Systems
155,https://pubmed.ncbi.nlm.nih.gov/37202021/,Foundational systems,Information Systems
156,https://rd4c.org/articles/rd4c-uganda-day-3-responsible-data-for-children-team-meets-implementing-partners-refugee-communities/index.html,Governance frameworks,Global Governance
157,https://scioteca.caf.com/handle/123456789/1580,Governance frameworks,Global Governance
158,https://smartdatafinance.org/news/new-survey-of-nsos-reveals-financing-challenges-and-investment-opportunities-1,Financing for data,Global Governance
159,https://smartdatafinance.org/news/raising-domestic-resources-for-statistics-three-strategic-moves--1-1-1-1-1,Statistical governance,National Governance
160,https://statafric.au.int/,Statistical governance,National Governance
162,https://teol.ku.dk/english/dept/certizens-certifications-of-citizenship-in-africa/,Foundational systems,Information Systems
163,https://theconversation.com/how-can-health-data-be-used-for-public-benefit-3-uses-that-people-agree-on-196847,Data demand and use,National Governance
164,https://thediplomat.com/2022/10/southeast-asias-data-localization-push-is-a-double-edged-sword/,Governance frameworks,Global Governance
165,https://twitter.com/opencrvs/status/1534931705211011078,Foundational systems,Information Systems
166,https://ulii.org/akn/ug/act/1998/12/eng@2000-12-31,Statistical governance,National Governance
167,https://undp.medium.com/using-data-and-digital-for-health-in-challenging-operating-environments-21fd89da5236,Foundational systems,Information Systems
168,https://unsceb.org/session-report-391,Governance frameworks,Global Governance
169,https://unstats.un.org/bigdata/events/2022/unsc-regional-hubs/index.cshtml,Technology,Digital transformation
170,https://unstats.un.org/capacity-development/admin-data/blog/2,Administrative data,Digital transformation
171,https://unstats.un.org/capacity-development/admin-data/DetailedView/jMqcomuN3RUagNKDZMGu,Administrative data,Digital transformation
172,https://unstats.un.org/capacity-development/handbook/index.cshtml,Statistical governance,National Governance
173,https://unstats.un.org/capacity-development/UNSD-FCDO/,Financing for data,Global Governance
174,https://unstats.un.org/sdgs/meetings/harnessing-data-by-citizens-for-public-policy-and-SDG-monitoring/,Non-official data,Information Systems
175,https://unstats.un.org/unsd/statcom/53rd-session/,Statistical governance,National Governance
176,https://unstats.un.org/unsd/statcom/53rd-session/side-events/,Statistical governance,National Governance
177,https://unstats.un.org/UNSDWebsite/events-details/un54sc-02032023-M-moving-towards-digital-population/,Censuses and surveys,Information Systems
178,https://unstats.un.org/UNSDWebsite/statcom/session_54/documents/2023-20-DataStewardship-EE.pdf,Statistical governance,National Governance
179,https://unstats.un.org/wiki/display/comtrade/New+Comtrade+User+Guide,Standards and principles,Global Governance
180,https://vimeo.com/702870785,Data demand and use,National Governance
181,https://www.accesspartnership.com/access-alert-un-envoy-on-technology-opens-consultation-on-global-digital-compact-to-enshrine-good-behaviour-on-the-internet/?utm_content=208454981&amp;utm_medium=social&amp;utm_source=twitter&amp;hss_channel=tw-1705650397,Governance frameworks,Global Governance
182,https://www.adruk.org/ https://www.nesta.org.uk/blog/dissemination-dead-so-do-instead/,Administrative data,Digital transformation
183,https://www.afdb.org/en/news-and-events/events/africa-information-highway-live-exchange-innovation-official-statistics-52210,Statistical governance,National Governance
184,https://www.aiddata.org/events/avoiding-data-graveyards,Data demand and use,National Governance
185,https://www.ajtmh.org/view/journals/tpmd/108/5_Suppl/article-p1.xml,Foundational systems,Information Systems
186,https://www.ajtmh.org/view/journals/tpmd/108/5_Suppl/article-p3.xml,Foundational systems,Information Systems
187,https://www.annualreviews.org/doi/pdf/10.1146/annurev-devpsych-120920-023709,Administrative data,Digital transformation
188,https://www.bbc.com/news/world-africa-52439546,Technology,Digital transformation
189,https://www.bfs.admin.ch/bfs/en/home/nadb/nadb.html,Data governance,National Governance
190,https://www.biometricupdate.com/202107/millions-excluded-as-uganda-uses-national-digital-id-system-for-emergency-covid-welfare,Foundational systems,Information Systems
191,https://www.biometricupdate.com/202302/sierra-leone-launches-biometric-id-card-to-upgrade-crvs-kenyas-upi-goes-birth-to-death,Foundational systems,Information Systems
192,https://www.britishexpertise.org/product/technology-and-aid-experiences-opportunities-and-challenges?utm_source=British+Expertise+%E2%80%93+Weekly+Update&amp;utm_campaign=0ede2971e0-BEI_WEEKLY_UPDATE&amp;utm_medium=email&amp;utm_term=0_730d3dbabd-0ede2971e0-160580634,Technology,Digital transformation
193,https://www.brookings.edu/blog/africa-in-focus/2023/03/09/closing-the-gender-gap-through-digital-and-social-inclusion-the-togolese-case/,Digital inequality,Data Values
194,https://www.brookings.edu/research/how-can-digital-public-technologies-accelerate-progress-on-the-sustainable-development-goals/,Technology,Digital transformation
195,https://www.cambridge.org/core/books/abs/world-of-indicators/world-of-indicators-the-making-of-governmental-knowledge-through-quantification/6C1CE359E55C59AA766B1113C7032B42,Standards and principles,Global Governance
196,https://www.cambridge.org/core/elements/abs/digital-globalization/9F2022A8E282C1818808D41644C495AB,Digital inequality,Data Values
197,https://www.cambridge.org/core/journals/data-and-policy/article/building-better-global-data-governance/511E3D797EEBBAD32866F83792F6B89C,Governance frameworks,Global Governance
198,https://www.cambridge.org/core/journals/data-and-policy/article/digitization-of-the-brazilian-national-identity-system-a-descriptive-and-qualitative-analysis-of-its-information-architecture/9383EF02D1892A5581D93F40348ABD16,Foundational systems,Information Systems
199,https://www.cambridge.org/core/journals/data-and-policy/article/how-can-interoperability-stimulate-the-use-of-digital-public-services-an-analysis-of-national-interoperability-frameworks-and-egovernment-in-the-european-union/62ACD1B9160C3ABF7AF6CF637B1A124C#,e-government,Digital transformation
200,https://www.cambridge.org/core/journals/data-and-policy/article/turning-mobile-big-data-insights-into-public-health-responses-in-times-of-pandemics-lessons-learnt-from-the-democratic-republic-of-the-congo/2E1DB0F1C92E0449AD221791DEE10D39#article,Technology,Digital transformation
201,https://www.cambridge.org/core/journals/data-and-policy/article/what-do-data-portals-do-tracing-the-politics-of-online-devices-for-making-data-public/4C71EA4503A83EFA27EA7F7F67FE206F?utm_source=SFMC&amp;utm_medium=email&amp;utm_content=Article&amp;utm_campaign=New%20Cambridge%20Alert%20-%20Articles&amp;WT.mc_id=New%20Cambridge%20Alert%20-%20Articles,Data demand and use,National Governance
202,https://www.cambridge.org/core/journals/data-and-policy/special-collections/telco-big-data-analytics-for-covid-19,Technology,Digital transformation
203,https://www.cambridge.org/core/journals/journal-of-african-law/article/critical-examination-of-the-african-legal-framework-for-indigenous-knowledge/FB500ED7527DFF43AA178015F223A559,Data governance,National Governance
204,https://www.cambridge.org/core/journals/world-trade-review/article/black-pit-power-and-pitfalls-of-digital-fdi-and-crossborder-data-flows/8A068A7C6956170E7348666F9F7DA4B6,Political economy of data,National Governance
205,https://www.census.gov/content/dam/Census/programs-surveys/international-programs/stic/using_administrative_data.pdf,Administrative data,Digital transformation
206,https://www.census.gov/data/software/tasc.html,Statistical governance,National Governance
207,https://www.collaborativecash.org/dataportability https://www.collaborativecash.org/data-portabilitydeskreview https://www.collaborativecash.org/safepassageoptionsforsector,Technology,Digital transformation
208,https://www.connecteddevelopment.org/followcovid19money/,Financing for data,Global Governance
209,https://www.d4d.net/news/the-future-of-democratic-data-governance-insights-from-latin-america/,Data governance,National Governance
210,https://www.data4sdgs.org/resources/interoperability-guide-joining-data-development-sector,Standards and principles,Global Governance
211,https://www.datafiedsociety.org/,Data governance,National Governance
212,https://www.devinit.org/resources/data-side-leaving-no-one-behind/,Data governance,National Governance
213,https://www.dlapiperdataprotection.com/,Governance frameworks,Global Governance
214,https://www.dsinnovators.com/projects/open-crvs,Foundational systems,Information Systems
215,https://www.dynamicworld.app/,Portals and datasets,Information Systems
216,https://www.effectivecooperation.org/discussion/bern-principles,Financing for data,Global Governance
217,https://www.europarl.europa.eu/thinktank/en/document/EPRS_STU(2022)729533,Data governance,National Governance
218,https://www.eventbrite.com/e/the-second-annual-state-of-open-data-policy-summit-tickets-635561450407,Governance frameworks,Global Governance
219,https://www.frontiersin.org/articles/10.3389/fdgth.2022.1017231/full,Foundational systems,Information Systems
220,https://www.frontiersin.org/articles/10.3389/frhs.2022.987828/full,Foundational systems,Information Systems
221,https://www.futureofdatachallenge.org/results,Technology,Digital transformation
222,https://www.g20-insights.org/policy_briefs/g20-collaboration-for-smooth-transition-to-4ir-in-developing-countries/,Governance frameworks,Global Governance
223,https://www.genderequalitydashboard.org/,Digital inequality,Data Values
224,https://www.ghspjournal.org/content/11/1/e2100804,Foundational systems,Information Systems
225,https://www.giga-net.org/2022SymposiumPapers/Arnold%20Infrastructure%20China.pdf,Financing for data,Global Governance
226,https://www.giga-net.org/giganet-annual-symposium/,ICT infrastructures,Digital transformation
227,https://www.globalpolicywatch.com/2021/11/overview-of-south-africas-draft-national-data-and-cloud-policy/,Data governance,National Governance
228,https://www.gov.uk/government/publications/joined-up-data-in-government-the-future-of-data-linking-methods/joined-up-data-in-government-the-future-of-data-linkage-methods,Data governance,National Governance
229,https://www.gov.uk/government/publications/joined-up-data-in-government-the-future-of-data-linking-methods/longitudinal-linkage-of-administrative-data-design-principles-and-the-total-error-framework,Administrative data,Digital transformation
230,https://www.governinghealthfutures2030.org/wp-content/uploads/2022/12/DataSolidarity.pdf,Ethics,Data Values
231,https://www.idea.int/publications/catalogue/citizen-participation-local-governance-africa-selection-case-studies,Non-official data,Information Systems
232,https://www.ijcmph.com/index.php/ijcmph/article/view/10366,Data demand and use,National Governance
233,https://www.ijcmph.com/index.php/ijcmph/article/view/10973,Data demand and use,National Governance
234,https://www.imf.org/external/np/sta/dsbb/2003/eng/dqaf.htm,Standards and principles,Global Governance
235,https://www.indiatoday.in/india/story/amit-shah-assam-visit-digital-census-link-birth-death-register-1947363-2022-05-09,Censuses and surveys,Information Systems
