id,iati_identifier,climate_label
16141,GB-GOV-3-HRRBIS-LB,No adaptation or mitigation as a principle or significant objective
23473,GB-1-200842-112,No adaptation or mitigation as a principle or significant objective
7578,GB-GOV-1-301362-102,No adaptation or mitigation as a principle or significant objective
16021,GB-1-205268-107,No adaptation or mitigation as a principle or significant objective
947,GB-1-108988-101,No adaptation or mitigation as a principle or significant objective
11713,GB-GOV-1-300358-157,No adaptation or mitigation as a principle or significant objective
12178,GB-1-205128-110,No adaptation or mitigation as a principle or significant objective
17579,GB-1-200238-101,No adaptation or mitigation as a principle or significant objective
16444,GB-1-204369-104,No adaptation or mitigation as a principle or significant objective
22566,GB-GOV-3-WP1506,No adaptation or mitigation as a principle or significant objective
16406,GB-GOV-1-300593,No adaptation or mitigation as a principle or significant objective
4720,GB-1-113456-101,No adaptation or mitigation as a principle or significant objective
8851,GB-GOV-3-CSSF-03-000007,No adaptation or mitigation as a principle or significant objective
8280,GB-1-202963-113,No adaptation or mitigation as a principle or significant objective
18319,GB-GOV-1-300718,No adaptation or mitigation as a principle or significant objective
23341,GB-1-203315,No adaptation or mitigation as a principle or significant objective
10377,GB-GOV-3-IP_298,No adaptation or mitigation as a principle or significant objective
649,GB-1-112056-101,No adaptation or mitigation as a principle or significant objective
11922,GB-1-203855-101,No adaptation or mitigation as a principle or significant objective
15082,GB-GOV-1-300216-102,No adaptation or mitigation as a principle or significant objective
10290,GB-1-112203,No adaptation or mitigation as a principle or significant objective
8493,GB-1-203965,No adaptation or mitigation as a principle or significant objective
17546,GB-1-202506-102,No adaptation or mitigation as a principle or significant objective
11046,GB-1-202948-134,No adaptation or mitigation as a principle or significant objective
5721,GB-GOV-3-PAF-MDT-160002,No adaptation or mitigation as a principle or significant objective
8326,GB-GOV-1-300294,No adaptation or mitigation as a principle or significant objective
4985,GB-GOV-1-301201,No adaptation or mitigation as a principle or significant objective
7326,GB-1-201401-103,No adaptation or mitigation as a principle or significant objective
12307,GB-1-203487-102,No adaptation or mitigation as a principle or significant objective
24258,GB-1-203044-103,No adaptation or mitigation as a principle or significant objective
17032,GB-1-203218,No adaptation or mitigation as a principle or significant objective
17257,GB-1-204349-103,No adaptation or mitigation as a principle or significant objective
2665,GB-GOV-1-301015-105,No adaptation or mitigation as a principle or significant objective
17492,GB-1-202025,No adaptation or mitigation as a principle or significant objective
16045,GB-1-205285-101,No adaptation or mitigation as a principle or significant objective
6292,GB-GOV-3-PAF-MUP-160001,No adaptation or mitigation as a principle or significant objective
15832,GB-GOV-1-300535,No adaptation or mitigation as a principle or significant objective
16629,GB-1-107658-102,No adaptation or mitigation as a principle or significant objective
1620,GB-1-114256,No adaptation or mitigation as a principle or significant objective
3658,GB-GOV-3-PPF-MEX-000012,No adaptation or mitigation as a principle or significant objective
11388,GB-1-114320-106,No adaptation or mitigation as a principle or significant objective
194,GB-1-202826,No adaptation or mitigation as a principle or significant objective
5057,"GB-GOV-3-Human Rights, Democracy, and the Rule of Law-AL",No adaptation or mitigation as a principle or significant objective
20947,GB-1-104023-101,No adaptation or mitigation as a principle or significant objective
331,GB-1-204991,No adaptation or mitigation as a principle or significant objective
17770,GB-1-104709-101,No adaptation or mitigation as a principle or significant objective
8553,GB-1-202850-103,No adaptation or mitigation as a principle or significant objective
15287,GB-1-202455-103,No adaptation or mitigation as a principle or significant objective
18129,GB-GOV-3-Women and Girls-SY,No adaptation or mitigation as a principle or significant objective
1041,GB-1-108533-101,No adaptation or mitigation as a principle or significant objective
15784,GB-1-114175-108,No adaptation or mitigation as a principle or significant objective
23716,GB-1-107159,No adaptation or mitigation as a principle or significant objective
15782,GB-1-113946-102,No adaptation or mitigation as a principle or significant objective
4745,GB-1-205241-108,No adaptation or mitigation as a principle or significant objective
10315,GB-1-203551-107,No adaptation or mitigation as a principle or significant objective
14511,GB-1-113523-101,No adaptation or mitigation as a principle or significant objective
10096,GB-GOV-1-300517,No adaptation or mitigation as a principle or significant objective
9076,GB-1-113797,No adaptation or mitigation as a principle or significant objective
13012,GB-1-202204-101,No adaptation or mitigation as a principle or significant objective
9568,GB-1-113326,No adaptation or mitigation as a principle or significant objective
20567,GB-GOV-3-PPY-CHN-1558,No adaptation or mitigation as a principle or significant objective
9277,GB-1-204930-101,No adaptation or mitigation as a principle or significant objective
18101,GB-1-204271,No adaptation or mitigation as a principle or significant objective
14625,GB-1-107435-102,No adaptation or mitigation as a principle or significant objective
3576,GB-GOV-1-300650-104,No adaptation or mitigation as a principle or significant objective
13263,GB-1-205069,No adaptation or mitigation as a principle or significant objective
11171,GB-1-203927,No adaptation or mitigation as a principle or significant objective
12385,GB-GOV-1-301306-103,No adaptation or mitigation as a principle or significant objective
6948,GB-1-202462-113,No adaptation or mitigation as a principle or significant objective
11778,GB-GOV-1-400031-401,No adaptation or mitigation as a principle or significant objective
1921,GB-1-201205,No adaptation or mitigation as a principle or significant objective
1377,GB-1-203153-102,No adaptation or mitigation as a principle or significant objective
10636,GB-1-200452-103,No adaptation or mitigation as a principle or significant objective
21640,GB-1-202495-107,No adaptation or mitigation as a principle or significant objective
9748,GB-GOV-1-300943-101,No adaptation or mitigation as a principle or significant objective
5653,GB-1-102672,No adaptation or mitigation as a principle or significant objective
7301,GB-1-204277-104,No adaptation or mitigation as a principle or significant objective
23732,GB-1-201427-102,No adaptation or mitigation as a principle or significant objective
21984,GB-1-113705,No adaptation or mitigation as a principle or significant objective
5369,GB-1-202063,No adaptation or mitigation as a principle or significant objective
4292,GB-1-200876-101,No adaptation or mitigation as a principle or significant objective
19492,GB-GOV-1-301150-104,No adaptation or mitigation as a principle or significant objective
22887,GB-GOV-1-301338-104,No adaptation or mitigation as a principle or significant objective
13359,GB-1-114066,No adaptation or mitigation as a principle or significant objective
21853,GB-1-205053-131,No adaptation or mitigation as a principle or significant objective
14185,GB-GOV-3-FDEAECO-CN,No adaptation or mitigation as a principle or significant objective
16035,GB-1-112140-101,No adaptation or mitigation as a principle or significant objective
13767,GB-GOV-3-PAM-VEC-000129,No adaptation or mitigation as a principle or significant objective
1872,GB-1-204438-113,No adaptation or mitigation as a principle or significant objective
504,GB-1-201367-108,No adaptation or mitigation as a principle or significant objective
15639,GB-1-202125-115,No adaptation or mitigation as a principle or significant objective
7786,GB-1-201415-102,No adaptation or mitigation as a principle or significant objective
21664,GB-GOV-1-300174-103,No adaptation or mitigation as a principle or significant objective
16959,GB-1-203654-102,No adaptation or mitigation as a principle or significant objective
13354,GB-1-203516-102,No adaptation or mitigation as a principle or significant objective
15576,GB-GOV-1-300123,No adaptation or mitigation as a principle or significant objective
9980,GB-1-200312-102,No adaptation or mitigation as a principle or significant objective
8151,GB-1-203594-102,No adaptation or mitigation as a principle or significant objective
7351,GB-1-205207,No adaptation or mitigation as a principle or significant objective
4600,GB-1-201861-101,No adaptation or mitigation as a principle or significant objective
12407,GB-1-110945,No adaptation or mitigation as a principle or significant objective
12180,GB-GOV-3-PHR-SDK-111601,No adaptation or mitigation as a principle or significant objective
10657,GB-GOV-3-PAP-PHM-002326,No adaptation or mitigation as a principle or significant objective
1418,GB-1-109357-102,No adaptation or mitigation as a principle or significant objective
12671,GB-1-108193-102,No adaptation or mitigation as a principle or significant objective
4626,GB-1-203047-104,No adaptation or mitigation as a principle or significant objective
2893,GB-GOV-3-PPF-ASEAN-000059,No adaptation or mitigation as a principle or significant objective
24147,GB-1-114453-101,No adaptation or mitigation as a principle or significant objective
19933,GB-1-200829-102,No adaptation or mitigation as a principle or significant objective
4728,GB-1-202765-107,No adaptation or mitigation as a principle or significant objective
4851,GB-1-203464-102,No adaptation or mitigation as a principle or significant objective
15233,GB-1-114295-101,No adaptation or mitigation as a principle or significant objective
15195,GB-GOV-1-301160-403,No adaptation or mitigation as a principle or significant objective
22199,GB-GOV-3-Economic Security and Opportunity-GT,No adaptation or mitigation as a principle or significant objective
17967,GB-GOV-3-PMN-BIPB-LEB-1715002,No adaptation or mitigation as a principle or significant objective
17935,GB-1-202493-106,No adaptation or mitigation as a principle or significant objective
4118,GB-1-203473-103,No adaptation or mitigation as a principle or significant objective
19039,GB-1-104030-101,No adaptation or mitigation as a principle or significant objective
692,GB-1-205051,No adaptation or mitigation as a principle or significant objective
23172,GB-GOV-3-PPF-MEX-000032,No adaptation or mitigation as a principle or significant objective
17590,GB-1-203872-101,No adaptation or mitigation as a principle or significant objective
7989,GB-GOV-1-300147-101,No adaptation or mitigation as a principle or significant objective
20124,GB-1-202808,No adaptation or mitigation as a principle or significant objective
22424,GB-1-104227,No adaptation or mitigation as a principle or significant objective
22912,GB-1-201724-153,No adaptation or mitigation as a principle or significant objective
17251,GB-1-114325-102,No adaptation or mitigation as a principle or significant objective
16671,GB-1-203448-101,No adaptation or mitigation as a principle or significant objective
10795,GB-GOV-1-301429-103,No adaptation or mitigation as a principle or significant objective
12399,GB-1-200936-101,No adaptation or mitigation as a principle or significant objective
12452,GB-GOV-1-300506-106,No adaptation or mitigation as a principle or significant objective
12119,GB-GOV-1-300452-120,No adaptation or mitigation as a principle or significant objective
12541,GB-1-114490,No adaptation or mitigation as a principle or significant objective
14935,GB-1-203295-104,No adaptation or mitigation as a principle or significant objective
15729,GB-1-202478-103,No adaptation or mitigation as a principle or significant objective
9746,GB-GOV-1-301371-104,No adaptation or mitigation as a principle or significant objective
12292,GB-1-104029,No adaptation or mitigation as a principle or significant objective
3088,GB-1-102576-101,No adaptation or mitigation as a principle or significant objective
9984,GB-1-203984,No adaptation or mitigation as a principle or significant objective
10933,GB-GOV-1-300646-101,No adaptation or mitigation as a principle or significant objective
7573,GB-GOV-1-301381,No adaptation or mitigation as a principle or significant objective
5308,GB-1-201228-102,No adaptation or mitigation as a principle or significant objective
4495,GB-1-200084-102,No adaptation or mitigation as a principle or significant objective
11706,GB-1-202527-102,No adaptation or mitigation as a principle or significant objective
23121,GB-1-204867-106,No adaptation or mitigation as a principle or significant objective
18735,GB-1-202963-112,No adaptation or mitigation as a principle or significant objective
16494,GB-1-112297,No adaptation or mitigation as a principle or significant objective
3144,GB-1-205208,No adaptation or mitigation as a principle or significant objective
12918,GB-1-203127,No adaptation or mitigation as a principle or significant objective
14557,GB-1-203436-101,No adaptation or mitigation as a principle or significant objective
15152,GB-1-204641-102,No adaptation or mitigation as a principle or significant objective
10829,GB-GOV-1-400024-402,No adaptation or mitigation as a principle or significant objective
2261,GB-1-200120-112,No adaptation or mitigation as a principle or significant objective
15895,GB-1-203546-103,No adaptation or mitigation as a principle or significant objective
3705,GB-1-205170-101,No adaptation or mitigation as a principle or significant objective
5661,GB-GOV-1-300592,No adaptation or mitigation as a principle or significant objective
13739,GB-1-204270-128,No adaptation or mitigation as a principle or significant objective
16613,GB-1-200227-101,No adaptation or mitigation as a principle or significant objective
10805,GB-GOV-3-PF-INF-921007,No adaptation or mitigation as a principle or significant objective
14327,GB-1-110791,No adaptation or mitigation as a principle or significant objective
23679,GB-GOV-1-300110-108,No adaptation or mitigation as a principle or significant objective
14183,GB-GOV-1-300676-102,No adaptation or mitigation as a principle or significant objective
21747,GB-1-205242-104,No adaptation or mitigation as a principle or significant objective
13098,GB-1-204016,No adaptation or mitigation as a principle or significant objective
2394,GB-1-200479-101,No adaptation or mitigation as a principle or significant objective
17563,GB-1-200363,No adaptation or mitigation as a principle or significant objective
16513,GB-GOV-3-IP_TM,No adaptation or mitigation as a principle or significant objective
15280,GB-1-202080-115,No adaptation or mitigation as a principle or significant objective
21133,GB-1-105970,No adaptation or mitigation as a principle or significant objective
17744,GB-GOV-3-PPY-CHN-1575,No adaptation or mitigation as a principle or significant objective
2135,GB-GOV-1-300406,No adaptation or mitigation as a principle or significant objective
17482,GB-1-204879-101,No adaptation or mitigation as a principle or significant objective
14225,GB-1-202722,No adaptation or mitigation as a principle or significant objective
13357,GB-1-202531-103,No adaptation or mitigation as a principle or significant objective
8925,GB-1-203878,No adaptation or mitigation as a principle or significant objective
21409,GB-1-108330-102,No adaptation or mitigation as a principle or significant objective
14660,GB-1-114253-102,No adaptation or mitigation as a principle or significant objective
5135,GB-1-203016,No adaptation or mitigation as a principle or significant objective
14056,GB-GOV-1-301379,No adaptation or mitigation as a principle or significant objective
7997,GB-GOV-1-300402,No adaptation or mitigation as a principle or significant objective
11080,GB-GOV-1-300885-106,No adaptation or mitigation as a principle or significant objective
14487,GB-1-113693-101,No adaptation or mitigation as a principle or significant objective
6731,GB-1-110841,No adaptation or mitigation as a principle or significant objective
20388,GB-1-112145,No adaptation or mitigation as a principle or significant objective
14231,GB-1-203593,No adaptation or mitigation as a principle or significant objective
10652,GB-1-201090,No adaptation or mitigation as a principle or significant objective
19234,GB-1-204856-110,No adaptation or mitigation as a principle or significant objective
20203,GB-GOV-3-PAM-AS14-URM-000003,No adaptation or mitigation as a principle or significant objective
451,GB-1-105325-102,No adaptation or mitigation as a principle or significant objective
15992,GB-GOV-1-300705-119,No adaptation or mitigation as a principle or significant objective
17511,GB-1-204875-103,No adaptation or mitigation as a principle or significant objective
23912,GB-GOV-1-300701,No adaptation or mitigation as a principle or significant objective
8430,GB-1-204702-110,No adaptation or mitigation as a principle or significant objective
4282,GB-1-202799-101,No adaptation or mitigation as a principle or significant objective
11930,GB-1-113012-102,No adaptation or mitigation as a principle or significant objective
15379,GB-1-203640-109,No adaptation or mitigation as a principle or significant objective
8666,GB-GOV-3-CSSF-01-000002,No adaptation or mitigation as a principle or significant objective
16410,GB-GOV-3-HRRBIS-380,No adaptation or mitigation as a principle or significant objective
12428,GB-1-201587-105,No adaptation or mitigation as a principle or significant objective
456,GB-1-102607-101,No adaptation or mitigation as a principle or significant objective
4915,GB-1-205115-102,No adaptation or mitigation as a principle or significant objective
21877,GB-1-200866-101,No adaptation or mitigation as a principle or significant objective
9135,GB-1-113498-101,No adaptation or mitigation as a principle or significant objective
2791,GB-1-205246-405,No adaptation or mitigation as a principle or significant objective
8352,GB-1-201900,No adaptation or mitigation as a principle or significant objective
4419,GB-GOV-3-PMN-APFD-REG-1712001,No adaptation or mitigation as a principle or significant objective
3550,GB-1-205093-103,No adaptation or mitigation as a principle or significant objective
11717,GB-1-203462-109,No adaptation or mitigation as a principle or significant objective
12528,GB-1-202939-105,No adaptation or mitigation as a principle or significant objective
2309,GB-1-108747-104,No adaptation or mitigation as a principle or significant objective
8573,GB-1-114398,No adaptation or mitigation as a principle or significant objective
9458,GB-1-113938,No adaptation or mitigation as a principle or significant objective
11733,GB-GOV-1-300781-104,No adaptation or mitigation as a principle or significant objective
2777,GB-1-113969-102,No adaptation or mitigation as a principle or significant objective
8451,GB-1-202171-102,No adaptation or mitigation as a principle or significant objective
19657,GB-GOV-1-300264-107,No adaptation or mitigation as a principle or significant objective
23761,GB-1-204970-109,No adaptation or mitigation as a principle or significant objective
279,GB-1-112060,No adaptation or mitigation as a principle or significant objective
9595,GB-1-200250-101,No adaptation or mitigation as a principle or significant objective
10020,GB-GOV-1-300531-102,No adaptation or mitigation as a principle or significant objective
14450,GB-GOV-3-PF-CME-912001,No adaptation or mitigation as a principle or significant objective
16360,GB-GOV-3-PF-MEX-921004,No adaptation or mitigation as a principle or significant objective
3604,GB-1-203227-101,No adaptation or mitigation as a principle or significant objective
16265,GB-GOV-3-Frontline Diplomatic Enabling Activity-EG,No adaptation or mitigation as a principle or significant objective
3579,GB-GOV-3-PIN-HRDGG-100042,No adaptation or mitigation as a principle or significant objective
10565,GB-1-108742-104,No adaptation or mitigation as a principle or significant objective
4120,GB-GOV-1-300535-105,No adaptation or mitigation as a principle or significant objective
10369,GB-GOV-1-301125-102,No adaptation or mitigation as a principle or significant objective
2507,GB-1-202748-102,No adaptation or mitigation as a principle or significant objective
14716,GB-1-104283-102,No adaptation or mitigation as a principle or significant objective
8104,GB-1-203871-108,No adaptation or mitigation as a principle or significant objective
243,GB-GOV-1-300945-101,No adaptation or mitigation as a principle or significant objective
11117,GB-1-202139-113,No adaptation or mitigation as a principle or significant objective
10569,GB-1-203243-115,No adaptation or mitigation as a principle or significant objective
270,GB-1-113521,No adaptation or mitigation as a principle or significant objective
23952,GB-1-200349,No adaptation or mitigation as a principle or significant objective
1925,GB-1-201443,No adaptation or mitigation as a principle or significant objective
16778,GB-1-201521-101,No adaptation or mitigation as a principle or significant objective
17797,GB-1-204834,No adaptation or mitigation as a principle or significant objective
9708,GB-1-202867-102,No adaptation or mitigation as a principle or significant objective
13858,GB-GOV-1-300435-104,No adaptation or mitigation as a principle or significant objective
7535,GB-1-203752-105,No adaptation or mitigation as a principle or significant objective
5331,GB-GOV-3-CSSF-07-000008,No adaptation or mitigation as a principle or significant objective
13663,GB-1-106480,No adaptation or mitigation as a principle or significant objective
22961,GB-1-202827-106,No adaptation or mitigation as a principle or significant objective
499,GB-1-203542-105,No adaptation or mitigation as a principle or significant objective
4420,GB-GOV-3-PPF-PFDTRAINING-000001,No adaptation or mitigation as a principle or significant objective
13941,GB-1-113722-101,No adaptation or mitigation as a principle or significant objective
12735,GB-GOV-3-FDEA-DO-FY19/20,No adaptation or mitigation as a principle or significant objective
3916,GB-GOV-1-300772,No adaptation or mitigation as a principle or significant objective
18093,GB-1-203202-103,No adaptation or mitigation as a principle or significant objective
10724,GB-GOV-3-PEA-KYE-200006,No adaptation or mitigation as a principle or significant objective
1634,GB-1-203744-101,No adaptation or mitigation as a principle or significant objective
12320,GB-1-204463,No adaptation or mitigation as a principle or significant objective
17946,GB-1-110355,No adaptation or mitigation as a principle or significant objective
10263,GB-1-203671-101,No adaptation or mitigation as a principle or significant objective
19364,GB-1-104031-101,No adaptation or mitigation as a principle or significant objective
17862,GB-1-114187,No adaptation or mitigation as a principle or significant objective
16519,GB-GOV-3-HRRBIS-GT-FY19/20,No adaptation or mitigation as a principle or significant objective
22230,GB-1-111635-142,No adaptation or mitigation as a principle or significant objective
4857,GB-1-110596,No adaptation or mitigation as a principle or significant objective
21600,GB-1-202961-102,No adaptation or mitigation as a principle or significant objective
5,GB-GOV-3-PAP-CNF-002139,No adaptation or mitigation as a principle or significant objective
15056,GB-GOV-3-PDS-CTR-000609,No adaptation or mitigation as a principle or significant objective
22320,GB-1-205266-102,No adaptation or mitigation as a principle or significant objective
18166,GB-1-204896,No adaptation or mitigation as a principle or significant objective
1226,GB-1-113839-117,No adaptation or mitigation as a principle or significant objective
10438,GB-GOV-3-PEA-RNY-100072,No adaptation or mitigation as a principle or significant objective
10184,GB-1-201494,No adaptation or mitigation as a principle or significant objective
12692,GB-1-201003,No adaptation or mitigation as a principle or significant objective
4905,GB-GOV-3-PPF-CLS-000002,No adaptation or mitigation as a principle or significant objective
18132,GB-GOV-3-PPF-COB-000011,No adaptation or mitigation as a principle or significant objective
17420,GB-GOV-1-301440-405,No adaptation or mitigation as a principle or significant objective
8081,GB-GOV-1-301108-102,No adaptation or mitigation as a principle or significant objective
18523,GB-1-205282-102,No adaptation or mitigation as a principle or significant objective
3971,GB-1-203127-102,No adaptation or mitigation as a principle or significant objective
20000,GB-GOV-3-PPF-CHP-000073,No adaptation or mitigation as a principle or significant objective
13511,GB-GOV-1-300970-111,No adaptation or mitigation as a principle or significant objective
9579,GB-GOV-1-300818-101,No adaptation or mitigation as a principle or significant objective
5937,GB-1-204643-101,No adaptation or mitigation as a principle or significant objective
10729,GB-1-114527-102,No adaptation or mitigation as a principle or significant objective
15213,GB-GOV-1-300381-105,No adaptation or mitigation as a principle or significant objective
20194,GB-GOV-3-PPF-CHP-000160,No adaptation or mitigation as a principle or significant objective
4261,GB-GOV-1-300366,No adaptation or mitigation as a principle or significant objective
21379,GB-1-204866,No adaptation or mitigation as a principle or significant objective
912,GB-1-111840-102,No adaptation or mitigation as a principle or significant objective
8071,GB-GOV-1-300318-104,No adaptation or mitigation as a principle or significant objective
12743,GB-1-205032-101,No adaptation or mitigation as a principle or significant objective
19226,GB-1-202973-101,No adaptation or mitigation as a principle or significant objective
13993,GB-1-200301,No adaptation or mitigation as a principle or significant objective
17425,GB-1-104190-102,No adaptation or mitigation as a principle or significant objective
3341,GB-GOV-3-Women and Girls-FJ,No adaptation or mitigation as a principle or significant objective
3939,GB-1-201107-104,No adaptation or mitigation as a principle or significant objective
2840,GB-1-203385-107,No adaptation or mitigation as a principle or significant objective
16905,GB-GOV-1-300559-104,No adaptation or mitigation as a principle or significant objective
11548,GB-1-200882-101,No adaptation or mitigation as a principle or significant objective
6181,GB-GOV-1-301604,No adaptation or mitigation as a principle or significant objective
6854,GB-1-202770-103,No adaptation or mitigation as a principle or significant objective
510,GB-1-110976-103,No adaptation or mitigation as a principle or significant objective
20498,GB-GOV-3-PSA-SLC-161715,No adaptation or mitigation as a principle or significant objective
4296,GB-1-107448-103,No adaptation or mitigation as a principle or significant objective
13455,GB-1-204819-103,No adaptation or mitigation as a principle or significant objective
9572,GB-1-203622-113,No adaptation or mitigation as a principle or significant objective
10870,GB-1-114065-102,No adaptation or mitigation as a principle or significant objective
588,GB-1-203644-101,No adaptation or mitigation as a principle or significant objective
19667,GB-1-114133-123,No adaptation or mitigation as a principle or significant objective
18723,GB-1-204463-105,No adaptation or mitigation as a principle or significant objective
15707,GB-1-114490-101,No adaptation or mitigation as a principle or significant objective
21227,GB-1-113475-107,No adaptation or mitigation as a principle or significant objective
541,GB-1-203530,No adaptation or mitigation as a principle or significant objective
14792,GB-1-202665,No adaptation or mitigation as a principle or significant objective
9087,GB-1-204939-103,No adaptation or mitigation as a principle or significant objective
18397,GB-1-103546,No adaptation or mitigation as a principle or significant objective
6218,GB-1-202191,No adaptation or mitigation as a principle or significant objective
16083,GB-1-202035-104,No adaptation or mitigation as a principle or significant objective
14509,GB-1-202264-102,No adaptation or mitigation as a principle or significant objective
15951,GB-GOV-3-IP_PH,No adaptation or mitigation as a principle or significant objective
5412,GB-GOV-1-300322-103,No adaptation or mitigation as a principle or significant objective
5702,GB-1-204852-112,No adaptation or mitigation as a principle or significant objective
7058,GB-GOV-1-300237-107,No adaptation or mitigation as a principle or significant objective
13332,GB-1-200827,No adaptation or mitigation as a principle or significant objective
5875,GB-1-200126-102,No adaptation or mitigation as a principle or significant objective
6312,GB-1-203282-105,No adaptation or mitigation as a principle or significant objective
23207,GB-1-104129-101,No adaptation or mitigation as a principle or significant objective
19225,GB-1-204007-145,No adaptation or mitigation as a principle or significant objective
24265,GB-GOV-3-PAF-BTG-160003,No adaptation or mitigation as a principle or significant objective
24299,GB-GOV-3-CSSF-07-000009,No adaptation or mitigation as a principle or significant objective
20031,GB-GOV-1-300901-105,No adaptation or mitigation as a principle or significant objective
831,GB-1-202260,No adaptation or mitigation as a principle or significant objective
13752,GB-GOV-3-PNS-CTS-000022,No adaptation or mitigation as a principle or significant objective
16143,GB-1-200973,No adaptation or mitigation as a principle or significant objective
22782,GB-1-200935-102,No adaptation or mitigation as a principle or significant objective
21417,GB-1-110373-101,No adaptation or mitigation as a principle or significant objective
19742,GB-1-111919-102,No adaptation or mitigation as a principle or significant objective
11588,GB-1-204220,No adaptation or mitigation as a principle or significant objective
19086,GB-1-114068-111,No adaptation or mitigation as a principle or significant objective
6787,GB-GOV-3-FDEA-UZ-FY19/20,No adaptation or mitigation as a principle or significant objective
18006,GB-1-201560-101,No adaptation or mitigation as a principle or significant objective
1013,GB-1-204896-105,No adaptation or mitigation as a principle or significant objective
10618,GB-1-203891-103,No adaptation or mitigation as a principle or significant objective
6673,GB-1-202856-101,No adaptation or mitigation as a principle or significant objective
15560,GB-1-205188-104,No adaptation or mitigation as a principle or significant objective
14052,GB-1-202472-101,No adaptation or mitigation as a principle or significant objective
20531,GB-GOV-1-300781-105,No adaptation or mitigation as a principle or significant objective
8136,GB-1-202921-113,No adaptation or mitigation as a principle or significant objective
