id,iati_identifier,climate_label
138,44000-P121152,No adaptation or mitigation as a principle or significant objective
139,44000-P118410,No adaptation or mitigation as a principle or significant objective
140,44000-P101556,No adaptation or mitigation as a principle or significant objective
141,44000-P096923,No adaptation or mitigation as a principle or significant objective
142,44000-P113145,No adaptation or mitigation as a principle or significant objective
143,44000-P152625,No adaptation or mitigation as a principle or significant objective
144,44000-P155121,No adaptation or mitigation as a principle or significant objective
145,44000-P181032,Adaptation or mitigation as a principle or significant objective
146,44000-P105036,No adaptation or mitigation as a principle or significant objective
147,44000-P167523,No adaptation or mitigation as a principle or significant objective
148,44000-P151451,No adaptation or mitigation as a principle or significant objective
149,44000-P077012,No adaptation or mitigation as a principle or significant objective
150,44000-P066396,No adaptation or mitigation as a principle or significant objective
151,44000-P178156,No adaptation or mitigation as a principle or significant objective
152,44000-P158372,Adaptation or mitigation as a principle or significant objective
153,44000-P125669,Adaptation or mitigation as a principle or significant objective
154,44000-P175894,Adaptation or mitigation as a principle or significant objective
155,44000-P147984,No adaptation or mitigation as a principle or significant objective
156,44000-P106622,No adaptation or mitigation as a principle or significant objective
157,44000-P171777,No adaptation or mitigation as a principle or significant objective
158,44000-P077452,No adaptation or mitigation as a principle or significant objective
159,44000-P155522,Adaptation or mitigation as a principle or significant objective
160,44000-P164813,No adaptation or mitigation as a principle or significant objective
161,44000-P108253,No adaptation or mitigation as a principle or significant objective
162,44000-P101852,No adaptation or mitigation as a principle or significant objective
163,44000-P095229,No adaptation or mitigation as a principle or significant objective
164,44000-P165128,Adaptation or mitigation as a principle or significant objective
165,44000-P174119,No adaptation or mitigation as a principle or significant objective
166,44000-P159844,No adaptation or mitigation as a principle or significant objective
167,44000-P124041,Adaptation or mitigation as a principle or significant objective
168,44000-P133021,No adaptation or mitigation as a principle or significant objective
169,44000-P152104,No adaptation or mitigation as a principle or significant objective
170,44000-P143652,No adaptation or mitigation as a principle or significant objective
171,44000-P163225,No adaptation or mitigation as a principle or significant objective
172,44000-P127876,No adaptation or mitigation as a principle or significant objective
173,44000-P157055,Adaptation or mitigation as a principle or significant objective
174,44000-P173855,No adaptation or mitigation as a principle or significant objective
175,44000-P064925,No adaptation or mitigation as a principle or significant objective
176,44000-P078627,No adaptation or mitigation as a principle or significant objective
177,44000-P177210,Adaptation or mitigation as a principle or significant objective
178,44000-P131202,No adaptation or mitigation as a principle or significant objective
179,44000-P125021,Adaptation or mitigation as a principle or significant objective
180,44000-P158146,Adaptation or mitigation as a principle or significant objective
181,44000-P130193,No adaptation or mitigation as a principle or significant objective
182,44000-P154683,No adaptation or mitigation as a principle or significant objective
183,44000-P150060,No adaptation or mitigation as a principle or significant objective
184,44000-P083126,No adaptation or mitigation as a principle or significant objective
185,44000-P166302,Adaptation or mitigation as a principle or significant objective
186,44000-P076338,No adaptation or mitigation as a principle or significant objective
187,44000-P168310,Adaptation or mitigation as a principle or significant objective
188,44000-P087180,No adaptation or mitigation as a principle or significant objective
189,44000-P150496,No adaptation or mitigation as a principle or significant objective
190,44000-P127723,No adaptation or mitigation as a principle or significant objective
191,44000-P111661,No adaptation or mitigation as a principle or significant objective
192,44000-P172479,Adaptation or mitigation as a principle or significant objective
193,44000-P166298,No adaptation or mitigation as a principle or significant objective
194,44000-P118023,No adaptation or mitigation as a principle or significant objective
195,44000-P173980,No adaptation or mitigation as a principle or significant objective
196,44000-P075566,No adaptation or mitigation as a principle or significant objective
197,44000-P120825,No adaptation or mitigation as a principle or significant objective
198,44000-P078382,No adaptation or mitigation as a principle or significant objective
199,44000-P171465,Adaptation or mitigation as a principle or significant objective
200,44000-P162043,No adaptation or mitigation as a principle or significant objective
201,44000-P173804,Adaptation or mitigation as a principle or significant objective
202,44000-P166107,No adaptation or mitigation as a principle or significant objective
203,44000-P113488,No adaptation or mitigation as a principle or significant objective
204,44000-P117082,No adaptation or mitigation as a principle or significant objective
205,44000-P079314,No adaptation or mitigation as a principle or significant objective
206,44000-P167547,No adaptation or mitigation as a principle or significant objective
207,44000-P084967,No adaptation or mitigation as a principle or significant objective
208,44000-P122735,Adaptation or mitigation as a principle or significant objective
209,44000-P168385,Adaptation or mitigation as a principle or significant objective
210,44000-P173731,No adaptation or mitigation as a principle or significant objective
211,44000-P090592,No adaptation or mitigation as a principle or significant objective
212,44000-P113623,No adaptation or mitigation as a principle or significant objective
213,44000-P071391,No adaptation or mitigation as a principle or significant objective
214,44000-P164603,No adaptation or mitigation as a principle or significant objective
215,44000-P167350,Adaptation or mitigation as a principle or significant objective
216,44000-P126454,Adaptation or mitigation as a principle or significant objective
217,44000-P064876,No adaptation or mitigation as a principle or significant objective
218,44000-P156433,No adaptation or mitigation as a principle or significant objective
219,44000-P128938,No adaptation or mitigation as a principle or significant objective
220,44000-P173391,Adaptation or mitigation as a principle or significant objective
221,44000-P164289,Adaptation or mitigation as a principle or significant objective
222,44000-P166328,Adaptation or mitigation as a principle or significant objective
223,44000-P103063,No adaptation or mitigation as a principle or significant objective
224,44000-P163387,No adaptation or mitigation as a principle or significant objective
225,44000-P163328,Adaptation or mitigation as a principle or significant objective
226,44000-P130548,No adaptation or mitigation as a principle or significant objective
227,44000-P155235,No adaptation or mitigation as a principle or significant objective
228,44000-P173796,No adaptation or mitigation as a principle or significant objective
229,44000-P119047,No adaptation or mitigation as a principle or significant objective
230,44000-P096965,No adaptation or mitigation as a principle or significant objective
231,44000-P174292,No adaptation or mitigation as a principle or significant objective
232,44000-P126452,No adaptation or mitigation as a principle or significant objective
233,44000-P126408,Adaptation or mitigation as a principle or significant objective
234,44000-P164561,No adaptation or mitigation as a principle or significant objective
235,44000-P099895,No adaptation or mitigation as a principle or significant objective
236,44000-P156056,No adaptation or mitigation as a principle or significant objective
237,44000-P078301,No adaptation or mitigation as a principle or significant objective
238,44000-P143055,Adaptation or mitigation as a principle or significant objective
239,44000-P101928,No adaptation or mitigation as a principle or significant objective
240,44000-P097104,No adaptation or mitigation as a principle or significant objective
241,44000-P174889,No adaptation or mitigation as a principle or significant objective
242,44000-P101369,No adaptation or mitigation as a principle or significant objective
243,44000-P178694,Adaptation or mitigation as a principle or significant objective
244,44000-P162902,Adaptation or mitigation as a principle or significant objective
245,44000-P164748,No adaptation or mitigation as a principle or significant objective
246,44000-P174937,Adaptation or mitigation as a principle or significant objective
247,44000-P085786,No adaptation or mitigation as a principle or significant objective
248,44000-P163984,No adaptation or mitigation as a principle or significant objective
249,44000-P087716,No adaptation or mitigation as a principle or significant objective
250,44000-P151363,Adaptation or mitigation as a principle or significant objective
251,44000-P174564,No adaptation or mitigation as a principle or significant objective
252,44000-P096409,No adaptation or mitigation as a principle or significant objective
253,44000-P179818,Adaptation or mitigation as a principle or significant objective
254,44000-P077287,No adaptation or mitigation as a principle or significant objective
255,44000-P154213,No adaptation or mitigation as a principle or significant objective
256,44000-P093787,No adaptation or mitigation as a principle or significant objective
257,44000-P175758,Adaptation or mitigation as a principle or significant objective
258,44000-P159053,No adaptation or mitigation as a principle or significant objective
259,44000-P170728,No adaptation or mitigation as a principle or significant objective
260,44000-P162956,Adaptation or mitigation as a principle or significant objective
261,44000-P177043,Adaptation or mitigation as a principle or significant objective
262,44000-P171644,Adaptation or mitigation as a principle or significant objective
263,44000-P163939,No adaptation or mitigation as a principle or significant objective
264,44000-P145605,No adaptation or mitigation as a principle or significant objective
265,44000-P180171,Adaptation or mitigation as a principle or significant objective
266,44000-P126576,Adaptation or mitigation as a principle or significant objective
267,44000-P171250,No adaptation or mitigation as a principle or significant objective
268,44000-P071160,No adaptation or mitigation as a principle or significant objective
269,44000-P159213,No adaptation or mitigation as a principle or significant objective
270,44000-P164486,No adaptation or mitigation as a principle or significant objective
271,44000-P160592,No adaptation or mitigation as a principle or significant objective
272,44000-P170590,Adaptation or mitigation as a principle or significant objective
273,44000-P090768,No adaptation or mitigation as a principle or significant objective
274,44000-P151777,No adaptation or mitigation as a principle or significant objective
275,44000-P095235,No adaptation or mitigation as a principle or significant objective
276,44000-P166601,No adaptation or mitigation as a principle or significant objective
277,44000-P118979,No adaptation or mitigation as a principle or significant objective
278,44000-P163438,Adaptation or mitigation as a principle or significant objective
279,44000-P179007,No adaptation or mitigation as a principle or significant objective
280,44000-P104467,No adaptation or mitigation as a principle or significant objective
281,44000-P109961,No adaptation or mitigation as a principle or significant objective
282,44000-P154447,Adaptation or mitigation as a principle or significant objective
283,44000-P173783,No adaptation or mitigation as a principle or significant objective
284,44000-P097141,No adaptation or mitigation as a principle or significant objective
285,44000-P176930,Adaptation or mitigation as a principle or significant objective
286,44000-P178362,Adaptation or mitigation as a principle or significant objective
287,44000-P115347,No adaptation or mitigation as a principle or significant objective
288,44000-P130710,No adaptation or mitigation as a principle or significant objective
289,44000-P146280,No adaptation or mitigation as a principle or significant objective
290,44000-P104164,No adaptation or mitigation as a principle or significant objective
291,44000-P144377,Adaptation or mitigation as a principle or significant objective
292,44000-P162104,Adaptation or mitigation as a principle or significant objective
293,44000-P111760,No adaptation or mitigation as a principle or significant objective
294,44000-P157782,Adaptation or mitigation as a principle or significant objective
295,44000-P173978,No adaptation or mitigation as a principle or significant objective
296,44000-P122700,No adaptation or mitigation as a principle or significant objective
297,44000-P108069,No adaptation or mitigation as a principle or significant objective
298,44000-P107617,No adaptation or mitigation as a principle or significant objective
299,44000-P122233,No adaptation or mitigation as a principle or significant objective
300,44000-P108444,No adaptation or mitigation as a principle or significant objective
301,44000-P172945,No adaptation or mitigation as a principle or significant objective
302,44000-P174041,No adaptation or mitigation as a principle or significant objective
303,44000-P164211,No adaptation or mitigation as a principle or significant objective
304,44000-P130592,No adaptation or mitigation as a principle or significant objective
305,44000-P104015,No adaptation or mitigation as a principle or significant objective
306,44000-P159378,No adaptation or mitigation as a principle or significant objective
307,44000-P099270,No adaptation or mitigation as a principle or significant objective
308,44000-P172524,No adaptation or mitigation as a principle or significant objective
309,44000-P151425,No adaptation or mitigation as a principle or significant objective
310,44000-P125890,No adaptation or mitigation as a principle or significant objective
311,44000-P125205,Adaptation or mitigation as a principle or significant objective
312,44000-P143495,No adaptation or mitigation as a principle or significant objective
313,44000-P072960,No adaptation or mitigation as a principle or significant objective
314,44000-P118101,No adaptation or mitigation as a principle or significant objective
315,44000-P121495,No adaptation or mitigation as a principle or significant objective
316,44000-P177823,Adaptation or mitigation as a principle or significant objective
317,44000-P166420,No adaptation or mitigation as a principle or significant objective
318,44000-P164941,No adaptation or mitigation as a principle or significant objective
319,44000-P127156,No adaptation or mitigation as a principle or significant objective
320,44000-P172988,Adaptation or mitigation as a principle or significant objective
321,44000-P100620,No adaptation or mitigation as a principle or significant objective
322,44000-P120830,No adaptation or mitigation as a principle or significant objective
323,44000-P127449,No adaptation or mitigation as a principle or significant objective
324,44000-P172425,Adaptation or mitigation as a principle or significant objective
325,44000-P101434,No adaptation or mitigation as a principle or significant objective
326,44000-P176088,Adaptation or mitigation as a principle or significant objective
327,44000-P143283,No adaptation or mitigation as a principle or significant objective
328,44000-P161600,No adaptation or mitigation as a principle or significant objective
329,44000-P161167,No adaptation or mitigation as a principle or significant objective
330,44000-P174732,Adaptation or mitigation as a principle or significant objective
331,44000-P159544,No adaptation or mitigation as a principle or significant objective
332,44000-P171098,No adaptation or mitigation as a principle or significant objective
333,44000-P178734,Adaptation or mitigation as a principle or significant objective
334,44000-P175320,Adaptation or mitigation as a principle or significant objective
335,44000-P167428,Adaptation or mitigation as a principle or significant objective
336,44000-P162727,No adaptation or mitigation as a principle or significant objective
337,44000-P169134,Adaptation or mitigation as a principle or significant objective
338,44000-P151831,No adaptation or mitigation as a principle or significant objective
339,44000-P106752,No adaptation or mitigation as a principle or significant objective
340,44000-P130512,No adaptation or mitigation as a principle or significant objective
341,44000-P084632,No adaptation or mitigation as a principle or significant objective
342,44000-P074235,No adaptation or mitigation as a principle or significant objective
343,44000-P122810,No adaptation or mitigation as a principle or significant objective
344,44000-P153243,No adaptation or mitigation as a principle or significant objective
345,44000-P162279,No adaptation or mitigation as a principle or significant objective
346,44000-P106872,No adaptation or mitigation as a principle or significant objective
347,44000-P130276,No adaptation or mitigation as a principle or significant objective
348,44000-P106899,No adaptation or mitigation as a principle or significant objective
349,44000-P113349,No adaptation or mitigation as a principle or significant objective
350,44000-P173927,No adaptation or mitigation as a principle or significant objective
351,44000-P133731,No adaptation or mitigation as a principle or significant objective
352,44000-P163957,Adaptation or mitigation as a principle or significant objective
353,44000-P154525,No adaptation or mitigation as a principle or significant objective
354,44000-P128909,No adaptation or mitigation as a principle or significant objective
355,44000-P071170,No adaptation or mitigation as a principle or significant objective
356,44000-P173834,No adaptation or mitigation as a principle or significant objective
357,44000-P175110,No adaptation or mitigation as a principle or significant objective
358,44000-P089733,No adaptation or mitigation as a principle or significant objective
359,44000-P094220,No adaptation or mitigation as a principle or significant objective
360,44000-P151058,No adaptation or mitigation as a principle or significant objective
361,44000-P146740,No adaptation or mitigation as a principle or significant objective
362,44000-P173021,Adaptation or mitigation as a principle or significant objective
363,44000-P169064,No adaptation or mitigation as a principle or significant objective
364,44000-P162893,No adaptation or mitigation as a principle or significant objective
365,44000-P122770,No adaptation or mitigation as a principle or significant objective
366,44000-P166305,No adaptation or mitigation as a principle or significant objective
367,44000-P179786,Adaptation or mitigation as a principle or significant objective
368,44000-P171850,No adaptation or mitigation as a principle or significant objective
369,44000-P178122,Adaptation or mitigation as a principle or significant objective
370,44000-P153541,No adaptation or mitigation as a principle or significant objective
371,44000-P121774,No adaptation or mitigation as a principle or significant objective
372,44000-P118197,No adaptation or mitigation as a principle or significant objective
373,44000-P158791,No adaptation or mitigation as a principle or significant objective
374,44000-P096198,No adaptation or mitigation as a principle or significant objective
375,44000-P163305,Adaptation or mitigation as a principle or significant objective
376,44000-P102931,No adaptation or mitigation as a principle or significant objective
377,44000-P177329,No adaptation or mitigation as a principle or significant objective
378,44000-P164901,Adaptation or mitigation as a principle or significant objective
379,44000-P154482,Adaptation or mitigation as a principle or significant objective
380,44000-P176772,No adaptation or mitigation as a principle or significant objective
381,44000-P161316,Adaptation or mitigation as a principle or significant objective
382,44000-P173043,Adaptation or mitigation as a principle or significant objective
383,44000-P165017,Adaptation or mitigation as a principle or significant objective
384,44000-P143995,No adaptation or mitigation as a principle or significant objective
385,44000-P178286,Adaptation or mitigation as a principle or significant objective
386,44000-P124109,No adaptation or mitigation as a principle or significant objective
387,44000-P131290,No adaptation or mitigation as a principle or significant objective
388,44000-P143689,Adaptation or mitigation as a principle or significant objective
389,44000-P121731,No adaptation or mitigation as a principle or significant objective
390,44000-P078539,No adaptation or mitigation as a principle or significant objective
391,44000-P159476,No adaptation or mitigation as a principle or significant objective
392,44000-P174388,No adaptation or mitigation as a principle or significant objective
393,44000-P106355,No adaptation or mitigation as a principle or significant objective
394,44000-P153420,Adaptation or mitigation as a principle or significant objective
395,44000-P179292,Adaptation or mitigation as a principle or significant objective
396,44000-P120304,No adaptation or mitigation as a principle or significant objective
397,44000-P148052,No adaptation or mitigation as a principle or significant objective
398,44000-P100047,No adaptation or mitigation as a principle or significant objective
399,44000-P110267,No adaptation or mitigation as a principle or significant objective
400,44000-P085752,No adaptation or mitigation as a principle or significant objective
401,44000-P153753,Adaptation or mitigation as a principle or significant objective
402,44000-P106259,No adaptation or mitigation as a principle or significant objective
403,44000-P147665,No adaptation or mitigation as a principle or significant objective
404,44000-P126440,No adaptation or mitigation as a principle or significant objective
405,44000-P125728,Adaptation or mitigation as a principle or significant objective
406,44000-P166805,Adaptation or mitigation as a principle or significant objective
407,44000-P174067,No adaptation or mitigation as a principle or significant objective
408,44000-P165300,Adaptation or mitigation as a principle or significant objective
409,44000-P094199,No adaptation or mitigation as a principle or significant objective
410,44000-P163255,No adaptation or mitigation as a principle or significant objective
411,44000-P065256,No adaptation or mitigation as a principle or significant objective
412,44000-P093719,No adaptation or mitigation as a principle or significant objective
413,44000-P161539,Adaptation or mitigation as a principle or significant objective
414,44000-P161706,Adaptation or mitigation as a principle or significant objective
415,44000-P151279,No adaptation or mitigation as a principle or significant objective
416,44000-P132634,No adaptation or mitigation as a principle or significant objective
417,44000-P105122,No adaptation or mitigation as a principle or significant objective
418,44000-P170532,Adaptation or mitigation as a principle or significant objective
419,44000-P176450,Adaptation or mitigation as a principle or significant objective
420,44000-P158435,No adaptation or mitigation as a principle or significant objective
421,44000-P109588,No adaptation or mitigation as a principle or significant objective
422,44000-P115938,No adaptation or mitigation as a principle or significant objective
423,44000-P095314,No adaptation or mitigation as a principle or significant objective
424,44000-P175363,No adaptation or mitigation as a principle or significant objective
425,44000-P079935,No adaptation or mitigation as a principle or significant objective
426,44000-P174535,No adaptation or mitigation as a principle or significant objective
427,44000-P128628,No adaptation or mitigation as a principle or significant objective
428,44000-P175325,Adaptation or mitigation as a principle or significant objective
429,44000-P173688,No adaptation or mitigation as a principle or significant objective
430,44000-P123151,No adaptation or mitigation as a principle or significant objective
431,44000-P127200,No adaptation or mitigation as a principle or significant objective
432,44000-P131212,No adaptation or mitigation as a principle or significant objective
433,44000-P164271,No adaptation or mitigation as a principle or significant objective
434,44000-P082817,No adaptation or mitigation as a principle or significant objective
435,44000-P177741,No adaptation or mitigation as a principle or significant objective
436,44000-P107311,No adaptation or mitigation as a principle or significant objective
437,44000-P118213,No adaptation or mitigation as a principle or significant objective
438,44000-P133017,No adaptation or mitigation as a principle or significant objective
439,44000-P160245,Adaptation or mitigation as a principle or significant objective
440,44000-P144893,No adaptation or mitigation as a principle or significant objective
441,44000-P174120,No adaptation or mitigation as a principle or significant objective
442,44000-P146520,No adaptation or mitigation as a principle or significant objective
443,44000-P132101,No adaptation or mitigation as a principle or significant objective
444,44000-P096105,No adaptation or mitigation as a principle or significant objective
445,44000-P092965,No adaptation or mitigation as a principle or significant objective
446,44000-P106702,Adaptation or mitigation as a principle or significant objective
447,44000-P173568,Adaptation or mitigation as a principle or significant objective
448,44000-P153437,No adaptation or mitigation as a principle or significant objective
449,44000-P170278,No adaptation or mitigation as a principle or significant objective
450,44000-P175138,Adaptation or mitigation as a principle or significant objective
451,44000-P171554,No adaptation or mitigation as a principle or significant objective
452,44000-P177632,Adaptation or mitigation as a principle or significant objective
453,44000-P173803,No adaptation or mitigation as a principle or significant objective
454,44000-P129282,No adaptation or mitigation as a principle or significant objective
455,44000-P174484,No adaptation or mitigation as a principle or significant objective
456,44000-P150395,No adaptation or mitigation as a principle or significant objective
457,44000-P087152,No adaptation or mitigation as a principle or significant objective
458,44000-P159215,No adaptation or mitigation as a principle or significant objective
459,44000-P162042,No adaptation or mitigation as a principle or significant objective
460,44000-P158739,No adaptation or mitigation as a principle or significant objective
461,44000-P163239,No adaptation or mitigation as a principle or significant objective
462,44000-P131945,No adaptation or mitigation as a principle or significant objective
463,44000-P151469,No adaptation or mitigation as a principle or significant objective
464,44000-P162833,No adaptation or mitigation as a principle or significant objective
465,44000-P162452,No adaptation or mitigation as a principle or significant objective
466,44000-P088150,No adaptation or mitigation as a principle or significant objective
467,44000-P177930,No adaptation or mitigation as a principle or significant objective
468,44000-P087304,No adaptation or mitigation as a principle or significant objective
469,44000-P176788,Adaptation or mitigation as a principle or significant objective
470,44000-P176763,No adaptation or mitigation as a principle or significant objective
471,44000-P110481,No adaptation or mitigation as a principle or significant objective
472,44000-P176687,Adaptation or mitigation as a principle or significant objective
473,44000-P171316,No adaptation or mitigation as a principle or significant objective
474,44000-P151448,No adaptation or mitigation as a principle or significant objective
475,44000-P174328,Adaptation or mitigation as a principle or significant objective
476,44000-P125022,Adaptation or mitigation as a principle or significant objective
477,44000-P156651,No adaptation or mitigation as a principle or significant objective
478,44000-P177627,Adaptation or mitigation as a principle or significant objective
479,44000-P108768,No adaptation or mitigation as a principle or significant objective
480,44000-P177590,Adaptation or mitigation as a principle or significant objective
481,44000-P170734,Adaptation or mitigation as a principle or significant objective
