id,url,subconcept,concept
123,https://devinit.org/resources/social-protection-disability-inclusion-kenya-uganda/,Domestic finance,Development Finance
124,https://devinit.org/resources/socioeconomic-impact-of-covid-19-in-uganda/,Domestic finance,Development Finance
125,https://devinit.org/resources/socioeconomic-impacts-covid-19-kenya/,Unclassified,Development Finance
126,https://devinit.org/resources/status-disability-kenya-statistics-2019-census/,Unclassified,Development Finance
127,https://devinit.org/resources/subnational-financing-inequalities-health-education-outcomes/,Aid in countries,Development Finance
128,https://devinit.org/resources/subnational-investment-human-capital/,International Finance Flows,Development Finance
129,https://devinit.org/resources/targeting-health-oda-need-spending-country-and-disease/,Global trends,ODA
130,https://devinit.org/resources/tracing-swedish-aid-tanzania-using-iati-data/,Aid in countries,ODA
131,https://devinit.org/resources/tracking-aid-international-development-real-time/,International Finance Flows,Development Finance
132,https://devinit.org/resources/trends-in-oda-through-multilateral-organisations/,Global trends,ODA
133,https://devinit.org/resources/trends-international-development-assistance-combat-pneumonia/,Global trends,ODA
134,https://devinit.org/resources/uganda-disability-data-landscape-economic-inclusion-persons-with-disabilities/,Unclassified,Development Finance
135,https://devinit.org/resources/uganda-loans-international-financial-institutions/,International Finance Flows,Development Finance
136,https://devinit.org/resources/uk-aid-trends-quality-quantity-oda/,UK aid,ODA
137,https://devinit.org/resources/uk-international-development-strategy-key-considerations-aid/,UK aid,ODA
138,https://devinit.org/resources/ukraine-crisis-diverted-aid-what-we-know/,Global trends,ODA
139,https://devinit.org/resources/understanding-illicit-financing-flows-in-a-development-financing-context/,International Finance Flows,Development Finance
140,https://devinit.org/resources/understanding-oda-in-the-mix-of-all-international-resources/,Global trends,ODA
141,https://devinit.org/resources/using-iati-to-trace-us-aid-to-ghana/,Aid in countries,ODA
142,https://devinit.org/what-we-do/what-we-are-working-on/domestic-revenue-mobilisation/,Domestic finance,Development Finance
143,https://devinit.org/what-we-do/what-we-are-working-on/investments-end-poverty/,Global trends,Development Finance
144,https://devinit.org/what-we-do/what-we-are-working-on/pro-poor-budget-analysis-kenya-and-uganda/,Domestic finance,Development Finance
145,https://devinit.org/what-we-do/what-we-are-working-on/subnational-investments-human-capital/,International Finance Flows,Development Finance
146,https://foreignpolicy.com/podcasts/global-reboot/international-monetary-fund-relevant/,International Finance Architecture,Development Finance
147,https://gh.bmj.com/content/8/4/e011232,International Finance Flows,Development Finance
148,https://gh.bmj.com/content/8/5/e010499,Aid in countries,ODA
149,https://globalnation.substack.com/p/beyond-global-public-goods,Global Public Investment,Development Finance
150,https://inff.org/about,International Finance Architecture,Development Finance
151,https://journal.uny.ac.id/index.php/jss/article/view/52514,Aid in countries,ODA
152,https://link.springer.com/article/10.1007/s12116-023-09381-4,Aid in countries,ODA
153,https://link.springer.com/article/10.1007/s12116-023-09386-z,Global trends,ODA
154,https://link.springer.com/article/10.1007/s43538-022-00125-x,Unclassified,Unclassified
155,https://odi.org/en/events/financing-and-operations-of-multilateral-development-banks-a-clients-perspective/,International Finance Architecture,Development Finance
156,https://oecd-development-matters.org/2023/05/11/the-elephant-in-the-room-in-donor-refugee-costs/,Global trends,ODA
157,https://population.un.org/dataportal/data/indicators/49/locations/800/start/1990/end/2030/empirical/empiricaltimeplot,Unclassified,Unclassified
158,https://publications.iadb.org/en/research-insights-what-can-multilateral-development-banks-do-reduce-infrastructure-gaps-emerging,International Finance Architecture,Development Finance
159,https://research.ngi.eu/public-digital-infrastructure/,International Finance Architecture,Development Finance
160,https://stats.oecd.org/Index.aspx?DataSetCode=crs1,Unclassified,Unclassified
161,https://taxjustice.net/events/the-golden-opportunity-of-a-un-tax-convention/,International Finance Architecture,Development Finance
162,https://thedocs.worldbank.org/en/doc/9eb18daf0e574a0f106a6c74d7a1439e-0060012021/a-changing-landscape-trends-in-official-financial-flows-and-the-aid-architecture,International Finance Flows,Development Finance
163,https://www.afd.fr/en/official-development-assistance-age-of-consequences-melonio-naudet-rioux,ODA measurement,ODA
164,https://www.brettonwoodsproject.org/2023/04/imf-and-world-bank-governance-reform-enabling-the-international-system-to-meet-the-challenges-of-the-21st-century,International Finance Architecture,Development Finance
165,https://www.brookings.edu/research/can-open-source-technologies-support-open-societies/,Unclassified,Unclassified
166,https://www.cambridge.org/core/journals/european-political-science-review/article/punitive-impact-of-radical-right-populism-on-foreign-aid-immigration-pressure-and-mainstream-partnership/6E0CC2FF6731C033CB60F6022A689F31,Global trends,ODA
167,https://www.cambridge.org/core/journals/global-mental-health/article/hidden-within-a-pandemic-how-is-international-funding-supporting-mental-health-during-covid19/9E7667DA3A0CB975122186C7245E8B8E#,Global trends,ODA
168,https://www.cambridge.org/core/journals/international-organization/article/impact-of-chinas-aiib-on-the-world-bank/F15E8E410EF7AC7E113F0CCCEC96FF16,International Finance Architecture,Development Finance
169,https://www.cgdev.org/blog/comment-idas-debt-sustainability-framework,International Finance Architecture,Development Finance
170,https://www.cgdev.org/blog/cost-analysis-education-projects-resources-and-reflections,International Finance Flows,Development Finance
171,https://www.cgdev.org/blog/critical-moment-new-fund-pandemic-preparedness,International Finance Architecture,Development Finance
172,https://www.cgdev.org/blog/lies-damned-lies-and-aid-statistics,ODA measurement,ODA
173,https://www.cgdev.org/blog/my-talk-about-cgd-products-nber-summer-institute,Unclassified,Unclassified
174,https://www.cgdev.org/blog/putting-current-market-structure-antimicrobials-out-pasteur,Unclassified,Unclassified
175,https://www.cgdev.org/blog/quick-rundown-where-we-stand-sdrs,Dac rules,ODA
176,https://www.cgdev.org/blog/transparency-and-world-bank-evolution,International Finance Architecture,Development Finance
177,https://www.cgdev.org/publication/bank-world-better-terms-and-conditions-global-public-goods,Global Public Investment,Development Finance
178,https://www.cgdev.org/publication/global-development-paradigm-world-crisis,International Finance Architecture,Development Finance
179,https://www.cgdev.org/publication/replenishing-africas-development-fund-time-ambition,International Finance Flows,Development Finance
180,https://www.cgdev.org/working-group/new-grand-bargain-antimicrobial-resistance-amr,Unclassified,Unclassified
181,https://www.cigionline.org/publications/a-future-built-on-data-data-strategies-competitive-advantage-and-trust/,Unclassified,Unclassified
182,https://www.degruyter.com/document/doi/10.1515/9783110730234-009/html,International Finance Architecture,Development Finance
183,https://www.devex.com/news/exclusive-g-20-report-says-mdbs-are-holding-back-hundreds-of-billions-103673,International Finance Flows,Development Finance
184,https://www.documentcloud.org/documents/23565612-wbg-evolution-roadmap-paper-december-18-2022,International Finance Architecture,Development Finance
185,https://www.dpgcharter.org/,Global Public Investment,Development Finance
186,https://www.eurodad.org/rebranding_or_reshaping_the_global_financial_architecture?utm_campaign=newsletter_04_05_2023&amp;utm_medium=email&amp;utm_source=eurodad,International Finance Architecture,Development Finance
187,https://www.fmprc.gov.cn/eng/zxxx_662805/202206/t20220624_10709812.html,Unclassified,Unclassified
188,https://www.frontiersin.org/articles/10.3389/fpos.2023.1149865/full,Global trends,ODA
189,https://www.ft.com/content/e0f65580-8d84-49ec-82b7-47c1b06563b0,International Finance Architecture,Development Finance
190,https://www.ids.ac.uk/events/imagine-theres-no-money-its-easy-if-you-try-what-could-global-solidarities-look-like-beyond-the-big-cheque/,International Finance Architecture,Development Finance
191,https://www.lse.ac.uk/international-development/events/Multilateral-development-banks-in-the-21st-century/Multilateral-development-banks-in-the-21st-century,International Finance Architecture,Development Finance
192,https://www.medrxiv.org/content/10.1101/2023.04.05.23288177v1,International Finance Flows,Development Finance
193,https://www.odareform.org/,Dac rules,ODA
194,https://www.oecd-ilibrary.org/development/development-co-operation-and-the-provision-of-global-public-goods_aff8cba9-en,Global Public Investment,Development Finance
195,https://www.openglobalrights.org/movement-for-global-public-investment/?lang=English,Global Public Investment,Development Finance
196,https://www.sciencepublishinggroup.com/journal/paperinfo?journalid=214&amp;doi=10.11648/j.ijecs.20220704.11,International Finance Flows,Development Finance
197,https://www.socialprotectionfloorscoalition.org/2022/05/a-global-fund-for-social-protection-views-from-selected-low-income-countries/,International Finance Flows,Development Finance
198,https://www.tandfonline.com/doi/full/10.1080/10220461.2023.2191988,Unclassified,Unclassified
199,https://www.thenewhumanitarian.org/podcast/2022/11/02/Global-Public-Investment-finance?utm_source=The+New+Humanitarian&amp;utm_campaign=9df8ffa76e-EMAIL_CAMPAIGN_2021_11_04_Weekly&amp;utm_medium=email&amp;utm_term=0_d842d98289-9df8ffa76e-75603341,Global Public Investment,Development Finance
200,https://www.un.org/techenvoy/global-digital-compact,Unclassified,Unclassified
201,https://www.weforum.org/agenda/2022/09/6-first-principles-for-making-digital-public-infrastructure-impactful,Unclassified,Unclassified
