id,iati_identifier,climate_label
1102,44000-P133610,No adaptation or mitigation as a principle or significant objective
1561,44000-P122941,No adaptation or mitigation as a principle or significant objective
2561,44000-P096021,No adaptation or mitigation as a principle or significant objective
1209,44000-P178162,No adaptation or mitigation as a principle or significant objective
2204,44000-P121185,No adaptation or mitigation as a principle or significant objective
3408,44000-P145174,No adaptation or mitigation as a principle or significant objective
3218,44000-P156001,No adaptation or mitigation as a principle or significant objective
768,44000-P169927,No adaptation or mitigation as a principle or significant objective
3430,44000-P145055,No adaptation or mitigation as a principle or significant objective
3650,44000-P163968,No adaptation or mitigation as a principle or significant objective
3653,44000-P081712,No adaptation or mitigation as a principle or significant objective
2557,44000-P181079,No adaptation or mitigation as a principle or significant objective
1870,44000-P147979,No adaptation or mitigation as a principle or significant objective
2921,44000-P167478,No adaptation or mitigation as a principle or significant objective
1215,44000-P101209,No adaptation or mitigation as a principle or significant objective
2366,44000-P098889,No adaptation or mitigation as a principle or significant objective
628,44000-P159508,No adaptation or mitigation as a principle or significant objective
1747,44000-P101684,No adaptation or mitigation as a principle or significant objective
1910,44000-P151169,No adaptation or mitigation as a principle or significant objective
3452,44000-P102172,No adaptation or mitigation as a principle or significant objective
1096,44000-P124720,No adaptation or mitigation as a principle or significant objective
3663,44000-P128050,No adaptation or mitigation as a principle or significant objective
1539,44000-P158111,No adaptation or mitigation as a principle or significant objective
62,44000-P102174,No adaptation or mitigation as a principle or significant objective
4021,44000-P095863,No adaptation or mitigation as a principle or significant objective
2306,44000-P102771,No adaptation or mitigation as a principle or significant objective
896,44000-P176371,No adaptation or mitigation as a principle or significant objective
920,44000-P116410,No adaptation or mitigation as a principle or significant objective
1997,44000-P168777,No adaptation or mitigation as a principle or significant objective
1461,44000-P176570,No adaptation or mitigation as a principle or significant objective
2487,44000-P117608,No adaptation or mitigation as a principle or significant objective
706,44000-P118177,No adaptation or mitigation as a principle or significant objective
3946,44000-P161809,No adaptation or mitigation as a principle or significant objective
661,44000-P159351,No adaptation or mitigation as a principle or significant objective
890,44000-P126465,No adaptation or mitigation as a principle or significant objective
3865,44000-P145534,No adaptation or mitigation as a principle or significant objective
3420,44000-P152460,No adaptation or mitigation as a principle or significant objective
877,44000-P147839,No adaptation or mitigation as a principle or significant objective
2041,44000-P117323,No adaptation or mitigation as a principle or significant objective
489,44000-P125694,No adaptation or mitigation as a principle or significant objective
2953,44000-P107851,No adaptation or mitigation as a principle or significant objective
1922,44000-P110051,No adaptation or mitigation as a principle or significant objective
2791,44000-P097329,No adaptation or mitigation as a principle or significant objective
528,44000-P151780,No adaptation or mitigation as a principle or significant objective
141,44000-P096923,No adaptation or mitigation as a principle or significant objective
1083,44000-P144270,No adaptation or mitigation as a principle or significant objective
3889,44000-P164536,No adaptation or mitigation as a principle or significant objective
667,44000-P176352,No adaptation or mitigation as a principle or significant objective
4034,44000-P171099,No adaptation or mitigation as a principle or significant objective
3805,44000-P172211,No adaptation or mitigation as a principle or significant objective
859,44000-P113421,No adaptation or mitigation as a principle or significant objective
3418,44000-P151224,No adaptation or mitigation as a principle or significant objective
2432,44000-P178567,No adaptation or mitigation as a principle or significant objective
3364,44000-P152276,No adaptation or mitigation as a principle or significant objective
1396,44000-P146831,No adaptation or mitigation as a principle or significant objective
1377,44000-P113904,No adaptation or mitigation as a principle or significant objective
1329,44000-P176981,No adaptation or mitigation as a principle or significant objective
2805,44000-P055383,No adaptation or mitigation as a principle or significant objective
2440,44000-P153544,No adaptation or mitigation as a principle or significant objective
951,44000-P126357,No adaptation or mitigation as a principle or significant objective
2677,44000-P144442,No adaptation or mitigation as a principle or significant objective
858,44000-P100916,No adaptation or mitigation as a principle or significant objective
1701,44000-P153591,No adaptation or mitigation as a principle or significant objective
3271,44000-P119471,No adaptation or mitigation as a principle or significant objective
2334,44000-P173798,No adaptation or mitigation as a principle or significant objective
397,44000-P148052,No adaptation or mitigation as a principle or significant objective
1724,44000-P104497,No adaptation or mitigation as a principle or significant objective
3133,44000-P131201,No adaptation or mitigation as a principle or significant objective
2308,44000-P099751,No adaptation or mitigation as a principle or significant objective
3004,44000-P097181,No adaptation or mitigation as a principle or significant objective
2250,44000-P152136,No adaptation or mitigation as a principle or significant objective
1742,44000-P106851,No adaptation or mitigation as a principle or significant objective
1498,44000-P131094,No adaptation or mitigation as a principle or significant objective
3545,44000-P094086,No adaptation or mitigation as a principle or significant objective
2045,44000-P172399,No adaptation or mitigation as a principle or significant objective
3321,44000-P125595,No adaptation or mitigation as a principle or significant objective
3466,44000-P111034,No adaptation or mitigation as a principle or significant objective
3995,44000-P160442,No adaptation or mitigation as a principle or significant objective
342,44000-P074235,No adaptation or mitigation as a principle or significant objective
2320,44000-P083997,No adaptation or mitigation as a principle or significant objective
2602,44000-P075979,No adaptation or mitigation as a principle or significant objective
1180,44000-P126537,No adaptation or mitigation as a principle or significant objective
1821,44000-P079165,No adaptation or mitigation as a principle or significant objective
2385,44000-P087224,No adaptation or mitigation as a principle or significant objective
295,44000-P173978,No adaptation or mitigation as a principle or significant objective
2469,44000-P180127,No adaptation or mitigation as a principle or significant objective
2768,44000-P082373,No adaptation or mitigation as a principle or significant objective
3301,44000-P089926,No adaptation or mitigation as a principle or significant objective
3181,44000-P086660,No adaptation or mitigation as a principle or significant objective
978,44000-P104848,No adaptation or mitigation as a principle or significant objective
3031,44000-P099992,No adaptation or mitigation as a principle or significant objective
3977,44000-P101650,No adaptation or mitigation as a principle or significant objective
1416,44000-P148616,No adaptation or mitigation as a principle or significant objective
1044,44000-P149683,No adaptation or mitigation as a principle or significant objective
3146,44000-P149512,No adaptation or mitigation as a principle or significant objective
4072,44000-P173854,No adaptation or mitigation as a principle or significant objective
4079,44000-P107998,No adaptation or mitigation as a principle or significant objective
3685,44000-P122773,No adaptation or mitigation as a principle or significant objective
1996,44000-P082239,No adaptation or mitigation as a principle or significant objective
773,44000-P176965,No adaptation or mitigation as a principle or significant objective
543,44000-P175268,No adaptation or mitigation as a principle or significant objective
3213,44000-P164786,No adaptation or mitigation as a principle or significant objective
824,44000-P173872,No adaptation or mitigation as a principle or significant objective
3474,44000-P147014,No adaptation or mitigation as a principle or significant objective
3741,44000-P173044,No adaptation or mitigation as a principle or significant objective
1076,44000-P117417,No adaptation or mitigation as a principle or significant objective
2862,44000-P145965,No adaptation or mitigation as a principle or significant objective
98,44000-P154805,No adaptation or mitigation as a principle or significant objective
2968,44000-P156778,No adaptation or mitigation as a principle or significant objective
416,44000-P132634,No adaptation or mitigation as a principle or significant objective
720,44000-P100101,No adaptation or mitigation as a principle or significant objective
949,44000-P173977,No adaptation or mitigation as a principle or significant objective
2043,44000-P171160,No adaptation or mitigation as a principle or significant objective
4096,44000-P116520,No adaptation or mitigation as a principle or significant objective
4012,44000-P074688,No adaptation or mitigation as a principle or significant objective
303,44000-P164211,No adaptation or mitigation as a principle or significant objective
2619,44000-P173857,No adaptation or mitigation as a principle or significant objective
1213,44000-P125799,No adaptation or mitigation as a principle or significant objective
1841,44000-P164262,No adaptation or mitigation as a principle or significant objective
3529,44000-P160123,No adaptation or mitigation as a principle or significant objective
2902,44000-P127787,No adaptation or mitigation as a principle or significant objective
2383,44000-P157702,No adaptation or mitigation as a principle or significant objective
3360,44000-P099357,No adaptation or mitigation as a principle or significant objective
3952,44000-P130735,No adaptation or mitigation as a principle or significant objective
3534,44000-P087154,No adaptation or mitigation as a principle or significant objective
2051,44000-P102733,No adaptation or mitigation as a principle or significant objective
2943,44000-P130865,No adaptation or mitigation as a principle or significant objective
2010,44000-P079675,No adaptation or mitigation as a principle or significant objective
4106,44000-P132234,No adaptation or mitigation as a principle or significant objective
3853,44000-P093988,No adaptation or mitigation as a principle or significant objective
633,44000-P093050,No adaptation or mitigation as a principle or significant objective
755,44000-P149528,No adaptation or mitigation as a principle or significant objective
3688,44000-P111780,No adaptation or mitigation as a principle or significant objective
165,44000-P174119,No adaptation or mitigation as a principle or significant objective
50,44000-P124514,No adaptation or mitigation as a principle or significant objective
3603,44000-P167348,No adaptation or mitigation as a principle or significant objective
264,44000-P145605,No adaptation or mitigation as a principle or significant objective
750,44000-P159427,No adaptation or mitigation as a principle or significant objective
3749,44000-P043195,No adaptation or mitigation as a principle or significant objective
3792,44000-P150066,No adaptation or mitigation as a principle or significant objective
2009,44000-P148591,No adaptation or mitigation as a principle or significant objective
639,44000-P161730,No adaptation or mitigation as a principle or significant objective
918,44000-P133591,No adaptation or mitigation as a principle or significant objective
3883,44000-P122800,No adaptation or mitigation as a principle or significant objective
2346,44000-P166539,No adaptation or mitigation as a principle or significant objective
910,44000-P160230,No adaptation or mitigation as a principle or significant objective
864,44000-P085539,No adaptation or mitigation as a principle or significant objective
2052,44000-P180117,No adaptation or mitigation as a principle or significant objective
3800,44000-P149998,No adaptation or mitigation as a principle or significant objective
3756,44000-P098531,No adaptation or mitigation as a principle or significant objective
236,44000-P156056,No adaptation or mitigation as a principle or significant objective
1316,44000-P124134,No adaptation or mitigation as a principle or significant objective
3096,44000-P156479,No adaptation or mitigation as a principle or significant objective
230,44000-P096965,No adaptation or mitigation as a principle or significant objective
133,44000-P092618,No adaptation or mitigation as a principle or significant objective
1346,44000-P153085,No adaptation or mitigation as a principle or significant objective
3733,44000-P070092,No adaptation or mitigation as a principle or significant objective
4020,44000-P096018,No adaptation or mitigation as a principle or significant objective
3487,44000-P115318,No adaptation or mitigation as a principle or significant objective
1868,44000-P123679,No adaptation or mitigation as a principle or significant objective
389,44000-P121731,No adaptation or mitigation as a principle or significant objective
1537,44000-P153064,No adaptation or mitigation as a principle or significant objective
2093,44000-P105075,No adaptation or mitigation as a principle or significant objective
2337,44000-P164302,No adaptation or mitigation as a principle or significant objective
765,44000-P089672,No adaptation or mitigation as a principle or significant objective
2824,44000-P069055,No adaptation or mitigation as a principle or significant objective
2545,44000-P154623,No adaptation or mitigation as a principle or significant objective
3374,44000-P175828,No adaptation or mitigation as a principle or significant objective
2698,44000-P123384,No adaptation or mitigation as a principle or significant objective
340,44000-P130512,No adaptation or mitigation as a principle or significant objective
3579,44000-P152736,No adaptation or mitigation as a principle or significant objective
4118,44000-P086515,No adaptation or mitigation as a principle or significant objective
372,44000-P118197,No adaptation or mitigation as a principle or significant objective
3735,44000-P124761,No adaptation or mitigation as a principle or significant objective
4029,44000-P106596,No adaptation or mitigation as a principle or significant objective
1464,44000-P122269,No adaptation or mitigation as a principle or significant objective
1145,44000-P160500,No adaptation or mitigation as a principle or significant objective
1691,44000-P155198,No adaptation or mitigation as a principle or significant objective
1583,44000-P123134,No adaptation or mitigation as a principle or significant objective
3286,44000-P132665,No adaptation or mitigation as a principle or significant objective
3339,44000-P171516,No adaptation or mitigation as a principle or significant objective
1492,44000-P094018,No adaptation or mitigation as a principle or significant objective
1306,44000-P168035,No adaptation or mitigation as a principle or significant objective
2392,44000-P082604,No adaptation or mitigation as a principle or significant objective
696,44000-P099811,No adaptation or mitigation as a principle or significant objective
237,44000-P078301,No adaptation or mitigation as a principle or significant objective
3797,44000-P106161,No adaptation or mitigation as a principle or significant objective
35,44000-P173008,No adaptation or mitigation as a principle or significant objective
3122,44000-P178492,No adaptation or mitigation as a principle or significant objective
1552,44000-P133000,No adaptation or mitigation as a principle or significant objective
3037,44000-P176404,No adaptation or mitigation as a principle or significant objective
4035,44000-P087046,No adaptation or mitigation as a principle or significant objective
2179,44000-P106063,No adaptation or mitigation as a principle or significant objective
542,44000-P086775,No adaptation or mitigation as a principle or significant objective
1343,44000-P118708,No adaptation or mitigation as a principle or significant objective
2404,44000-P171766,No adaptation or mitigation as a principle or significant objective
3248,44000-P120566,No adaptation or mitigation as a principle or significant objective
1229,44000-P171997,No adaptation or mitigation as a principle or significant objective
1438,44000-P169943,No adaptation or mitigation as a principle or significant objective
837,44000-P153744,No adaptation or mitigation as a principle or significant objective
567,44000-P180491,No adaptation or mitigation as a principle or significant objective
8,44000-P123352,No adaptation or mitigation as a principle or significant objective
3168,44000-P156239,No adaptation or mitigation as a principle or significant objective
1566,44000-P123112,No adaptation or mitigation as a principle or significant objective
1649,44000-P095681,No adaptation or mitigation as a principle or significant objective
1672,44000-P120541,No adaptation or mitigation as a principle or significant objective
3202,44000-P084160,No adaptation or mitigation as a principle or significant objective
2645,44000-P081615,No adaptation or mitigation as a principle or significant objective
2311,44000-P108932,No adaptation or mitigation as a principle or significant objective
901,44000-P179363,No adaptation or mitigation as a principle or significant objective
1601,44000-P164563,No adaptation or mitigation as a principle or significant objective
631,44000-P162594,No adaptation or mitigation as a principle or significant objective
2111,44000-P153338,No adaptation or mitigation as a principle or significant objective
1107,44000-P071075,No adaptation or mitigation as a principle or significant objective
1517,44000-P162407,No adaptation or mitigation as a principle or significant objective
902,44000-P171648,No adaptation or mitigation as a principle or significant objective
44,44000-P131084,No adaptation or mitigation as a principle or significant objective
1842,44000-P157206,No adaptation or mitigation as a principle or significant objective
3594,44000-P173801,No adaptation or mitigation as a principle or significant objective
2283,44000-P159515,No adaptation or mitigation as a principle or significant objective
3047,44000-P062916,No adaptation or mitigation as a principle or significant objective
3388,44000-P034038,No adaptation or mitigation as a principle or significant objective
4093,44000-P148083,No adaptation or mitigation as a principle or significant objective
258,44000-P159053,No adaptation or mitigation as a principle or significant objective
1246,44000-P132768,No adaptation or mitigation as a principle or significant objective
48,44000-P101426,No adaptation or mitigation as a principle or significant objective
3060,44000-P160295,No adaptation or mitigation as a principle or significant objective
1758,44000-P175483,No adaptation or mitigation as a principle or significant objective
636,44000-P115486,No adaptation or mitigation as a principle or significant objective
2603,44000-P173806,No adaptation or mitigation as a principle or significant objective
3525,44000-P175768,No adaptation or mitigation as a principle or significant objective
715,44000-P127204,No adaptation or mitigation as a principle or significant objective
65,44000-P090309,No adaptation or mitigation as a principle or significant objective
1034,44000-P095392,No adaptation or mitigation as a principle or significant objective
1505,44000-P122776,No adaptation or mitigation as a principle or significant objective
3234,44000-P090585,No adaptation or mitigation as a principle or significant objective
817,44000-P116011,No adaptation or mitigation as a principle or significant objective
3664,44000-P173906,No adaptation or mitigation as a principle or significant objective
2368,44000-P173838,No adaptation or mitigation as a principle or significant objective
51,44000-P166013,No adaptation or mitigation as a principle or significant objective
757,44000-P128284,No adaptation or mitigation as a principle or significant objective
2809,44000-P106686,No adaptation or mitigation as a principle or significant objective
256,44000-P093787,No adaptation or mitigation as a principle or significant objective
4107,44000-P065126,No adaptation or mitigation as a principle or significant objective
1953,44000-P104265,No adaptation or mitigation as a principle or significant objective
2656,44000-P160943,No adaptation or mitigation as a principle or significant objective
4140,44000-P083250,No adaptation or mitigation as a principle or significant objective
1600,44000-P112719,No adaptation or mitigation as a principle or significant objective
1976,44000-P174754,No adaptation or mitigation as a principle or significant objective
3965,44000-P121414,No adaptation or mitigation as a principle or significant objective
2381,44000-P065127,No adaptation or mitigation as a principle or significant objective
2202,44000-P157291,No adaptation or mitigation as a principle or significant objective
2792,44000-P160207,No adaptation or mitigation as a principle or significant objective
1332,44000-P127665,No adaptation or mitigation as a principle or significant objective
2724,44000-P165581,No adaptation or mitigation as a principle or significant objective
3059,44000-P166187,No adaptation or mitigation as a principle or significant objective
1324,44000-P151447,No adaptation or mitigation as a principle or significant objective
4101,44000-P116521,No adaptation or mitigation as a principle or significant objective
4139,44000-P161998,No adaptation or mitigation as a principle or significant objective
1142,44000-P150677,No adaptation or mitigation as a principle or significant objective
3763,44000-P161969,No adaptation or mitigation as a principle or significant objective
2173,44000-P082952,No adaptation or mitigation as a principle or significant objective
312,44000-P143495,No adaptation or mitigation as a principle or significant objective
2871,44000-P113160,No adaptation or mitigation as a principle or significant objective
3440,44000-P089382,No adaptation or mitigation as a principle or significant objective
1430,44000-P082295,No adaptation or mitigation as a principle or significant objective
1388,44000-P103499,No adaptation or mitigation as a principle or significant objective
2899,44000-P113709,No adaptation or mitigation as a principle or significant objective
3279,44000-P169629,No adaptation or mitigation as a principle or significant objective
2883,44000-P113801,No adaptation or mitigation as a principle or significant objective
1836,44000-P133798,No adaptation or mitigation as a principle or significant objective
1789,44000-P127411,No adaptation or mitigation as a principle or significant objective
132,44000-P157531,No adaptation or mitigation as a principle or significant objective
2255,44000-P155060,No adaptation or mitigation as a principle or significant objective
2976,44000-P127105,No adaptation or mitigation as a principle or significant objective
610,44000-P114766,No adaptation or mitigation as a principle or significant objective
2054,44000-P146460,No adaptation or mitigation as a principle or significant objective
855,44000-P096367,No adaptation or mitigation as a principle or significant objective
3950,44000-P091950,No adaptation or mitigation as a principle or significant objective
2232,44000-P152860,No adaptation or mitigation as a principle or significant objective
2446,44000-P143650,No adaptation or mitigation as a principle or significant objective
2448,44000-P093826,No adaptation or mitigation as a principle or significant objective
4150,44000-P093987,No adaptation or mitigation as a principle or significant objective
2688,44000-P177726,No adaptation or mitigation as a principle or significant objective
1969,44000-P101213,No adaptation or mitigation as a principle or significant objective
1176,44000-P171764,No adaptation or mitigation as a principle or significant objective
4144,44000-P102768,No adaptation or mitigation as a principle or significant objective
1305,44000-P121611,No adaptation or mitigation as a principle or significant objective
1183,44000-P074881,No adaptation or mitigation as a principle or significant objective
3079,44000-P150827,No adaptation or mitigation as a principle or significant objective
3118,44000-P123353,No adaptation or mitigation as a principle or significant objective
2900,44000-P163954,No adaptation or mitigation as a principle or significant objective
3887,44000-P158643,No adaptation or mitigation as a principle or significant objective
2452,44000-P173858,No adaptation or mitigation as a principle or significant objective
1265,44000-P127303,No adaptation or mitigation as a principle or significant objective
860,44000-P118916,No adaptation or mitigation as a principle or significant objective
2850,44000-P167465,No adaptation or mitigation as a principle or significant objective
171,44000-P163225,No adaptation or mitigation as a principle or significant objective
1796,44000-P175727,No adaptation or mitigation as a principle or significant objective
4187,44000-P154984,No adaptation or mitigation as a principle or significant objective
4015,44000-P078342,No adaptation or mitigation as a principle or significant objective
2923,44000-P144601,No adaptation or mitigation as a principle or significant objective
3963,44000-P129401,No adaptation or mitigation as a principle or significant objective
2401,44000-P154561,No adaptation or mitigation as a principle or significant objective
353,44000-P154525,No adaptation or mitigation as a principle or significant objective
2895,44000-P145550,No adaptation or mitigation as a principle or significant objective
672,44000-P082615,No adaptation or mitigation as a principle or significant objective
1932,44000-P129652,No adaptation or mitigation as a principle or significant objective
2897,44000-P120909,No adaptation or mitigation as a principle or significant objective
1174,44000-P132308,No adaptation or mitigation as a principle or significant objective
293,44000-P111760,No adaptation or mitigation as a principle or significant objective
2719,44000-P118826,No adaptation or mitigation as a principle or significant objective
676,44000-P156210,No adaptation or mitigation as a principle or significant objective
2063,44000-P132786,No adaptation or mitigation as a principle or significant objective
1031,44000-P117363,No adaptation or mitigation as a principle or significant objective
2575,44000-P132306,No adaptation or mitigation as a principle or significant objective
3317,44000-P120707,No adaptation or mitigation as a principle or significant objective
1866,44000-P120265,No adaptation or mitigation as a principle or significant objective
3350,44000-P154947,No adaptation or mitigation as a principle or significant objective
3658,44000-P133706,No adaptation or mitigation as a principle or significant objective
3328,44000-P106703,No adaptation or mitigation as a principle or significant objective
959,44000-P154389,No adaptation or mitigation as a principle or significant objective
2444,44000-P143801,No adaptation or mitigation as a principle or significant objective
2644,44000-P088751,No adaptation or mitigation as a principle or significant objective
1827,44000-P086669,No adaptation or mitigation as a principle or significant objective
2350,44000-P112033,No adaptation or mitigation as a principle or significant objective
1357,44000-P091747,No adaptation or mitigation as a principle or significant objective
140,44000-P101556,No adaptation or mitigation as a principle or significant objective
3698,44000-P115183,No adaptation or mitigation as a principle or significant objective
4010,44000-P125105,No adaptation or mitigation as a principle or significant objective
1420,44000-P099840,No adaptation or mitigation as a principle or significant objective
2780,44000-P146248,No adaptation or mitigation as a principle or significant objective
1168,44000-P169524,No adaptation or mitigation as a principle or significant objective
3382,44000-P149955,No adaptation or mitigation as a principle or significant objective
3449,44000-P122370,No adaptation or mitigation as a principle or significant objective
2397,44000-P108525,No adaptation or mitigation as a principle or significant objective
3901,44000-P146666,No adaptation or mitigation as a principle or significant objective
3679,44000-P180288,No adaptation or mitigation as a principle or significant objective
168,44000-P133021,No adaptation or mitigation as a principle or significant objective
2187,44000-P156849,No adaptation or mitigation as a principle or significant objective
2361,44000-P157489,No adaptation or mitigation as a principle or significant objective
4188,44000-P106283,No adaptation or mitigation as a principle or significant objective
1979,44000-P149960,No adaptation or mitigation as a principle or significant objective
2837,44000-P070899,No adaptation or mitigation as a principle or significant objective
1387,44000-P120960,No adaptation or mitigation as a principle or significant objective
22,44000-P126278,No adaptation or mitigation as a principle or significant objective
240,44000-P097104,No adaptation or mitigation as a principle or significant objective
754,44000-P124648,No adaptation or mitigation as a principle or significant objective
344,44000-P153243,No adaptation or mitigation as a principle or significant objective
3417,44000-P133703,No adaptation or mitigation as a principle or significant objective
2289,44000-P091077,No adaptation or mitigation as a principle or significant objective
2146,44000-P126740,No adaptation or mitigation as a principle or significant objective
